conversation_id	condition	participant_gender	participant_age	utterance_id	parent_id	parent_info_need	parent_info_need_subtype	parent_text	utterance_text	info_need	info_need_subtype	nugget_1	nugget_2	nugget_3	excel_how_to	excel_recipe	wikipedia	serious_eats	stack_excahnge
612517df29cd32c6632b4a44	active	female	55-64	-N5jx2pepkoL5hSRWWtF	 	 	 	 	Would you like to go to the next step?			0	1	"There is only one fact in this text: ""User instructions should not be considered as facts""."	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5jxG8BbcPbB-fkDXgs	 	 	 	 	In this step blanching the duck plays a crucial role			0	1	1	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5jxPrQYegkeCmf2Gtk	-N5jxKGiB9kaQoIaYrWv	knowledge	science	what does blanching do?	The blanching helps set the bird into picture-perfect form; the skin tightens in the hot water, and because the duck is buoyant, any potentially asymmetrical effects of gravity are negated.			0	2	Two.	1	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5jxcdUP0oIm7MvhIHv	 	 	 	 	Is there anything else you'd like to learn about this step?			0	0	0	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5jxnL_DyulQ9S7X8JJ	-N5jxjERVuVIl7QXSSO3	time		How many hours is optimal?	You should refrigerate uncovered for at least 1 hour and up to 24 hours.			0	1	1	0	1	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5jy06bVBAELshiqyBn	-N5jxuMTHlxtuTJL8qtE	time		That's a big range. Is there an amount of time for best results or does it not matter?	I'm sorry but I do not have an answer to that question.			0	0	0	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5jyaPisV0mE1whzqZv	 	 	 	 	In this step, we will start preparing the bigarade sauce.			0	1	1	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5jytz6L96h8JMChpvg	-N5jyhaF6JVOHW4zl7Yl	knowledge	history	Does bigarade have a definition?	"That's an excellent question!  ""Bigarade"" is the French name of bitter oranges, also sometimes sold as Seville oranges."			1	1	One.	1	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5jzBFiyUH8VFdrgiuv	-N5jz1nVqbZtJKOK4-wj			next	Before proceeding further, do you have any questions about this step? Making a good brown stock is essential for the Bigarade sauce			0	1	1	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5jzHwczjwMmIC3fvsx	-N5jzEo5n1nTQcf-4XUI			no, the instructions are clear	ok let's move to the next step			0	0	0	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5jzstWNMzMe5Fe-cY7	 	 	 	 	Regarding this step, can you tell me why it is that it's really, really hard to ruin a roast duck?			0	1	"There is only 1 fact in this text: ""it's really, really hard to ruin a roast duck."""	1	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k-JRocdsyPCefknx8	-N5jzyll4ylSDiBe5lGN	knowledge	science	Is it something to do with the high fat content?	Yes that's correct! First, the meat all over is on the darker side, giving it a richer, oilier texture that can better withstand the drying effects of high temperatures. Second, and even more important, is the duck's luxuriously fatty skin, which insulates the meat and bathes it in mouth-coating rendered fat, ensuring each bite is unctuous. You can cook the crap out of a duck and as long as you eat it with the skin, it will never seem dry.			2	2	Two.	1	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k-l4tMlQpiy00l-FT	-N5k-X2CWzKzm9rVX6am			I've had dry, stringy overcooked duck at chinese restaurants. They must not have roasted it this way. I love a well cooked medium duck with a crispy skin	That's probably because they did not have me to help them :)			0	0	0 (There are no factual statements in this text.)	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k00AntAHSzPAPsAND	-N5k-txZid9lTfelqigf			next	Before going to the next step, do you have any questions about the preparation of the sauce Gastrique?			0	0	0	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k0CqatpIoyzvGk3N2	-N5k03tWmLlC49UJ_63U	ingredient		Is that this sugar syrup?	So   the sweetness in sauce bigarade isn't meant to come from the orange component.  It comes from the gastrique, which is essential to sauce bigarade.  A gastrique is a sweet-sour mixture of caramel and wine vinegar, added in small doses to a sauce to flavor it.			1	2	Two.	1	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k0GPi995csvFWXOJC	-N5k03tWmLlC49UJ_63U	ingredient		Is that this sugar syrup?	There are 3 possible ways of making it.			0	1	1 (There is only one fact in the text)	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k0q8LrHdd2k1NwoMO	-N5k0cjwhJuR6HmN7Fp3	preparation		Is this off the heat the whole time you add the vinegar and swirl it in?	Yes precisely!  To do it, you add water to the sugar first, which wets and dissolves it, speeding up the caramelization process while helping to prevent scorching. The water cooks off as the mixture boils (which, incidentally, you can swirl and stir and otherwise monkey with to ensure even browning, no wet pastry brush needed), and it's clear to the eye when the caramel reaches a nice deep amber color. At this point, you can add the vinegar in very small additions, gently swirling as you do; it will boil and bubble violently, so take your time to avoid a boil-over. Some of the sugar might seize up a bit, but if you keep swirling, it'll dissolve back into the solution quickly.			3	3	There are 3 facts in this text: 1) Adding water to sugar speeds up the caramelization process and prevents scorching     2) The water cooks off as the mixture boils and the caramel turns amber in color     3) Vinegar can be added in small additions, causing boiling and bubbling, and some sugar may seize up but will dissolve back into the solution if stirred.	2	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k19SsY5yDQ9Nqrm0z	 	 	 	 	The type of oranges you'll be using here will make a big difference			0	1	1	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k1KEBjgWQjETZePPK	-N5k1CY-HsVoQg65O8nI	ingredient		I'm not familiar with bitter oranges	Bitter oranges are, of course, bitter, but they're also sour (hence why they're sometimes called sour oranges). On top of that, they have a complex floral aroma that neither navel oranges nor lemons can deliver.			3	3	Three.	1	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k1KejOa03K6Ld0Ox-	-N5k1CY-HsVoQg65O8nI	ingredient		I'm not familiar with bitter oranges	It's sad they aren't easier to find, because they make a damned fine sauce.			0	0	Zero. The text does not contain any factual information.	1	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k1f2MvRh9D97qAnMm	-N5k1QAcz_q1ZpPIZ9oM	ingredient		Are blood oranges sometimes used?	I'm sorry I do not have an answer to that question			0	0	0	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k231nCa8chG4gkjf7	-N5k1sQxNTO4SOd_jmtn	temperature		what oven temperature do you return the duck to?	I'm sorry but I do not have an answer to that question			0	0	There are zero facts in this text.	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k277cbKXajarwE_SX	 	 	 	 	I'm starting to get hungry...but don't worry 5 more steps to go!			0	1	1	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k2PzokBNESmPp4XQE	 	 	 	 	Here I want to stress that you want to taste the gastrique but not have it clobber the sauce; too much can ruin the sauce (you may only need a 2 to 4 teaspoons to accomplish this).			0	1	1	0	1	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k2gCSJ2g23xqWMZQK	-N5k2U2VwPPnLDCyIJfh			so taste after each teaspoon. Got it	Always!  Working over very low heat, whisk in butter until the sauce is silky and smooth; do not allow it to boil once the butter is added, lest the sauce break.			0	1	1	0	1	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k2gCSJ2g23xqWMZQK	-N5k2_TbwEREGri3biUJ			Always finish with butter. Nice :)	Always!  Working over very low heat, whisk in butter until the sauce is silky and smooth; do not allow it to boil once the butter is added, lest the sauce break.			0	1	1	0	1	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k3Boacf39QRSwe1nR	 	 	 	 	This is how your sauce should look like			0	0	0	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k3BxsRwacXqmfPaAs	 	 	 	 	https://www.seriouseats.com/thmb/IZbU4f2NUb3HlMEYjdSHYM5I83c=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__11__20181023-duck-a-l-orange-vicky-wasik-24-004f63ed73484c5b99fd98e8df6a7e37.jpg			0	0	There are no facts in this text, as it is a link to an image.	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k3ViHoZRHc2HASmeo	-N5k3JtiQi6SciW0sNuj	cooking_technique		Any tips on carving?	k let me see what I can find :)			0	0	There are zero facts in this text.	0	0	0	0	0.0
612517df29cd32c6632b4a44	active	female	55-64	-N5k3j_gNKx8KLpwQPou	-N5k3JtiQi6SciW0sNuj	cooking_technique		Any tips on carving?	If you've ever carved a roast chicken or turkey before, then you've got nothing to worry about, because cutting the meat off a duck crown is the same as carving the breasts of any roast bird. And even if you haven't done much carving in your life, don't sweat it; it's easy. The most important thing you need to do in terms of carving happens before the duck even goes in the oven—removing the wishbone. As I mentioned in the primer for dry-aging ducks, I like to remove the wishbone after the birds have finished aging in the fridge. The skin and flesh around the neck cavity dry out during the aging process, making it easier to locate and cut out the wishbone cleanly, without taking a chunk of breast meat with it. Once the crown is roasted and rested, carving the breasts off the cage is pretty simple. Use a sharp knife, preferably a slicer with a long thin blade that allows you to cut with smooth even strokes. Slice into the breast on one side of the breastbone and use steady, smooth knife strokes, riding the contour of the breastbone with the blade and gently pulling the breast back with your off-hand as you cut. The breast will gradually pull away from the cage, and you can cut it away completely at the point where it connects with the shoulder joint. Remove the second breast and then set aside the crown carcass for making another batch of duck stock. Take a second to trim up the breasts before slicing and serving. The bottom edge of the breast where it protruded from the crown has very little meat along with some tough cartilage and skin. Place the breasts skin-side-down on your board, trim off those pieces, and discard them. On the upper edge of the breast, you will find a large pocket of fat between the meat and skin. I like to trim that away as well. Now you get to pick your preferred slicing presentation for serving. You can slice the breasts crosswise into 1/2-inch-thick pieces that are ideal for a family-style meal or in half, lengthwise, if you're going for more of a minimalist fine-dining vibe.			7	14	14	0	0	0	5	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4MqS5-Pj7b9hS7iYzi	 	 	 	 	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare the Best Southern Fried Chicken recipe. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.			0	3	3	0	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4Mqo_Fa-SI0dTEXbKQ	-N4Mqe9f29E6RhkVBa6x	knowledge	step_importance	Why do I flip the bag?	You need to flip the bag occasionally to redistribute the contents and coat the chicken evenly.			0	1	1	0	1	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4Mqo_Fa-SI0dTEXbKQ	-N4MqlKwDgrIemmmHmXo	cooking_technique		How do I know if the pieces are coated evenly?	You need to flip the bag occasionally to redistribute the contents and coat the chicken evenly.			0	1	1	0	1	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4MqvwtWaUchkBUInAp	 	 	 	 	About this specific step, can I ask you why you believe brining is essential at this point?			0	0	0 (There are no facts presented in this text, only a question.)	0	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4Mr7l1C7sZUBvsitva	-N4Mr-7mEjkA35JIG96U			I presume to make the chicken tender but I'm going to ask	Yes, precisely!  Brining is the process by which a lean meat (most often chicken, turkey, or pork) is submerged in a saltwater solution.  As the meat sits, the saltwater will slowly dissolve key muscle proteins—most notably myosin, a protein that acts as a sort of glue, holding muscle fibers together).			1	2	2	1	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4Mr7l1C7sZUBvsitva	-N4Mr0sm0mGMLkKGT4je	knowledge	step_importance	Why do I brine the chicken pieces?	Yes, precisely!  Brining is the process by which a lean meat (most often chicken, turkey, or pork) is submerged in a saltwater solution.  As the meat sits, the saltwater will slowly dissolve key muscle proteins—most notably myosin, a protein that acts as a sort of glue, holding muscle fibers together).			1	2	2	1	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4MrBrGA-gRgjD3jEx-	-N4Mr-7mEjkA35JIG96U			I presume to make the chicken tender but I'm going to ask	As the myosin dissolves, three things take place: First, the ability of the meat to hold onto moisture increases. Second, brining alters the texture of the meat by allowing dissolved proteins to cross-link with each other. Third, as the brine slowly works its way into the meat, it seasons it beyond just the very surface.			3	3	There are three facts in this text.	2	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4MrBrGA-gRgjD3jEx-	-N4Mr0sm0mGMLkKGT4je	knowledge	step_importance	Why do I brine the chicken pieces?	As the myosin dissolves, three things take place: First, the ability of the meat to hold onto moisture increases. Second, brining alters the texture of the meat by allowing dissolved proteins to cross-link with each other. Third, as the brine slowly works its way into the meat, it seasons it beyond just the very surface.			3	3	There are three facts in this text.	2	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4MrI3bf2eRbmPcQtHl	-N4MrCDca8MvPIX4pE2-	knowledge	science	Will the chemical reaction be impacted if I use a metal bowl?	No it won't.			0	1	There is only one fact in this text.	0	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4MraQf8i5n7jLPszj9	 	 	 	 	At this step, I want to stress the importance of adding cornstarch to the mixture. And in the meanwhile let me search about the history of this dish :)			0	1	There is only one fact in this text: the importance of adding cornstarch to the mixture.	0	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4Mri_aNscJYjHFk_GW	-N4MrREj2U7q-f5z1WNS	knowledge	history	what is the history of this dish?	The origin of fried chicken in the southern states of America has been traced to precedents in Scottish and West African cuisine.			1	1	1	0	0	1	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4MrklOwYCGEDoA-hyH	 	 	 	 	I'm searching a response			0	1	There is only one fact in this text, which is that the speaker is searching for a response.	0	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4MrxewHmOxTXjTIDy3	 	 	 	 	I'm searching a response			0	1	There is only one fact in this text.	0	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4MsQTvfrJ_c5cwJgab	-N4Mrg-_TtaJPzR5Dckp	knowledge	science	Does the cornstarch help the coating mixture adhere? Is there a substitute for cornstarch?	Cutting the protein-rich wheat flour with cornstarch, a pure starch that adds moisture-absorbing capabilities to the breading without adding excess protein.			0	1	"There is only one fact in this text: ""cornstarch adds moisture-absorbing capabilities to the breading without adding excess protein."""	1	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4MsQTvfrJ_c5cwJgab	-N4Mrw7zi3elcxRz4qgV	knowledge	step_importance	What is the importance of cornstarch at this step?	Cutting the protein-rich wheat flour with cornstarch, a pure starch that adds moisture-absorbing capabilities to the breading without adding excess protein.			0	1	"There is only one fact in this text: ""cornstarch adds moisture-absorbing capabilities to the breading without adding excess protein."""	1	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4Msc7fvnIjDDy6LYkN	-N4MsY43ktFK5x9ACO4U	equipment		Will this recipe work in an air fryer?	I'm sorry I do not have answer for this question			0	1	There is only one fact in this text: the author does not have an answer to a question.	0	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4Mt-pA9XegJ0URSGCZ	-N4MsvCXR36IVNpbmd4d	preparation	video	show video	I'm sorry I do not have a video for this recipe.			0	1	1	0	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4MtEeLK1zCBlprLD5T	-N4MtAYmt0Gzb7uPBoWp	knowledge	science	Will frying a second time change the nutritional value of the recipe?	I'm sorry, I do not think I have this information			0	0	0	0	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4MtHcOM6N4tMpuWwMr	 	 	 	 	Can you tell me why it is important to place the chicken in the oven after frying it?			0	1	There is only one fact in this text: it is important to place the chicken in the oven after frying it.	0	0	0	0	0.0
57272517e386b9000e3e2b72	active	female	45-54	-N4Mta3KZ6nyw6ql6pLn	-N4MtMm7T5o3Jv2w6mx4	knowledge	step_importance	To ensure that the meat is completely cooked and at a proper temperature.	Yes precisely. The coating overcooks long before the chicken is cooked through to the center. Hence, just fry the chicken until golden brown, then transfer it to a hot oven to finish cooking at a gentler pace. The result is chicken with a deep brown, craggy crust that's shatteringly crisp but not tough and that breaks away to meat that bursts with intensely seasoned juices underneath.			0	3	Three.	1	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5el_nqQ718gSGgSR17	-N5elOgBDU1nxJOcinrF			hi	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare the Best Southern Fried Chicken. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5eltibvR-DX79GkNLO	-N5elm_A7TYd21_RsCfM			next	Before proceeding further, do you have any questions about this step?			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5emJW9D1zqn8z45moC	-N5elyiABUvM_1uWjlx-	knowledge	step_importance	Why is the cooking time so long?	It takes  345 minutes to fully prepare the fried chicken. This is because you need to first prepare the mixture and then fry it.			1	1	1	0	1	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5emngIMCxfuAzB5rTE	-N5emSiEY6MEVAQz4Upk	ingredient		and if i don't have shortening or peanut oil can i use canola oil?	Peanut and canola are vegetable oils. Oils labelled vegetable oil are blends and can be any proportion of things like canola (rapeseed), peanut, corn, sunflower, etc. Different vegetable oils will give different properties although most will give you about the same result. Canola is flavorless and relatively light while peanut is a bit richer and, well, peanut-y. The differences will be subtle.			3	3	3	0	0	0	0	1.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5en0oXj1Tvtf2P6zu4	-N5emwjqlLc0r3Qky6Bm			oh okay. thank you for that information	You are welcome! Do you have any other questions or would you like to go to the next step?			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5enEEupG5yfV-EtxZx	-N5en54LFbEtg5KPOt8M	cooking_technique		I have all the ingredients now, can you help me start with cutting the chicken correctly?	Yes sure, let me see what I can find!			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5enfyfeuG5CCRQl-EQ	-N5en54LFbEtg5KPOt8M	cooking_technique		I have all the ingredients now, can you help me start with cutting the chicken correctly?	This might help you! Remove the wings. Stand the chicken on its neck, legs point to the ceiling and breasts pointing away from you. slide the cleaver between the body and wing, cutting through the joint close to the body.  You should slide the knife between the joint cutting only the tendons, not the bone.Remove the legs.  lie the chicken on its back one leg near you, one leg away from you.  slide the knife between the joint near the body, again cutting only tendon not bone and remove the leg.Separate the thigh from the drumstick, again go for the joint.  If you want the legs to be in smaller pieces then you can cut each thigh and drumstick in two with a firm action.  You have 2 choices for techniqueStart with the cleaver tip furthest from you on the board, place the thigh under the blade and push down firmly and quickly.  you should cut through the bone.Chop through the bone by lifting the cleaver in the air and bringing down hard and fast.  This has better chance of a cleaner cut through the bone, but you need to be a better aim. Split the carcass in half.  Stand in the same position as 1. and with the blade parallel to to your body cut down through the carcass so you have the back and the breast in separate piecesRemove the breast from the bone by sliding the knife (might want to use a smaller knife here) between the meat and the bone.  Remove the backbone out of the back, kitchen scissors are easiest.  you can skip this if the back doesn't have much meat.Cut the back pieces into nice size pieces across the length.Slice the breast pieces crosswise into nice size piecesReassemble the chicken on the plate with the breast meat on top of the back pieces			7	7	7	0	0	0	0	1.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5eny92Rhe-YmZ8jLOo	-N5en54LFbEtg5KPOt8M	cooking_technique		I have all the ingredients now, can you help me start with cutting the chicken correctly?	I apologize for the long response, but after learning that you'll definitely be a chicken expert. However, be careful when using knives!			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5eoGWagARxvhSHVuYf	-N5en54LFbEtg5KPOt8M	cooking_technique		I have all the ingredients now, can you help me start with cutting the chicken correctly?	Do you have any other questions or would you like to go to the next step?			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5epIjaKgG7GVomm534	 	 	 	 	Feel free to ask me any question about this step :)			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5epRUWjOl_o-VJOEQG	-N5epItcsH72bx5jTXbw			done	Ok perfect! The mix should look like this			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5epRe0zj9Bcoa9pYNv	-N5epItcsH72bx5jTXbw			done	https://www.seriouseats.com/thmb/u9l4n4Din6ljvvrAMYBbK2xBY38=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2015__07__20210324-SouthernFriedChicken-Andrew-Janjigian-step1-7ffb702156b24545914d31d4b1c39007.jpg			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5epgFPMlACBuPHj_pD	-N5epU0EgFbG2hCefsoi	amount		can you also show the quantities of everything while showing the steps?	I'm sorry I do not have that functionality implemented. But I'll try to accommodate your request whenever I can.			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5eq0jRxRGaX5WQaK_b	 	 	 	 	Quiz time :)! Can I ask you why brining is important in this step?			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5eqR_kc7QFdLzkXy-5	-N5eq9n_pc2ASS2WeXXB	knowledge	step_importance	So that the flavor really gets settled inside the chicken well and makes it moist?	oh wow, that's correct!! You really are an expert!Brining is the process by which a lean meat (most often chicken, turkey, or pork) is submerged in a saltwater solution. As the meat sits, the saltwater will slowly dissolve key muscle proteins—most notably myosin, a protein that acts as a sort of glue, holding muscle fibers together).			1	1	1	1	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5eqUbdEAshkLWNcpOn	-N5eq9n_pc2ASS2WeXXB	knowledge	step_importance	So that the flavor really gets settled inside the chicken well and makes it moist?	As the myosin dissolves, three things take place:			1	1	1	1	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5eqW9_2kvgXAfxT2JR	-N5eq9n_pc2ASS2WeXXB	knowledge	step_importance	So that the flavor really gets settled inside the chicken well and makes it moist?	First, the ability of the meat to hold onto moisture increases.			1	1	1	1	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5eq_G9oU0tdXm-vCCH	-N5eq9n_pc2ASS2WeXXB	knowledge	step_importance	So that the flavor really gets settled inside the chicken well and makes it moist?	Second, brining alters the texture of the meat by allowing dissolved proteins to cross-link with each other. This is the main principle behind sausage making—dissolved proteins can bond with each other, creating a pleasantly bouncy, tender texture.			1	1	1	1	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5eqa-bIb_61mZBrSO2	-N5eq9n_pc2ASS2WeXXB	knowledge	step_importance	So that the flavor really gets settled inside the chicken well and makes it moist?	Third, as the brine slowly works its way into the meat, it seasons it beyond just the very surface.			0	0	0	1	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5eqonelHH_ljLkNnA6	-N5eq9n_pc2ASS2WeXXB	knowledge	step_importance	So that the flavor really gets settled inside the chicken well and makes it moist?	However, in this case, you can replace water with buttermilk			0	0	0	1	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5erFN3zk351uPzGO2i	-N5eqxUq3aHQHRHJU8Ph	knowledge	step_importance	Wouldn't replacing buttermilk with water affect the taste of the chicken?	Not it won't! Replace water with buttermilk not only makes the chicken come out just as moist as with water brine, but it actually makes it significantly more tender due to the tenderizing effects of buttermilk on food			1	1	1	1	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5erNTuXN85IUOZCaT2	-N5eqxUq3aHQHRHJU8Ph	knowledge	step_importance	Wouldn't replacing buttermilk with water affect the taste of the chicken?	Look at the difference between brined and unbrined chicken			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5erNeEHJcXecU7mYkR	-N5eqxUq3aHQHRHJU8Ph	knowledge	step_importance	Wouldn't replacing buttermilk with water affect the taste of the chicken?	https://www.seriouseats.com/thmb/0aQRJ15krGbviHzK5B3BHQj9Ep8=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2015__07__20150715-fried-chicken-02-921b328acddf4d73b1816d60b47fb534.jpg			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5erZnwdMmm3QbEjB8Z	-N5erU71EPyIq6-jYOD7			unbrined chicken does not look pretty	i totally agree with you :)			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5erkKHphgbGtmxyyuT	 	 	 	 	Do you have any other questions about this step?			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5erqo8I7DJmahq8Bds	-N5erpTaVBdcK9veehQ5			No, i think I'd like to go to the next step	Sure!			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5es2baTgPCq4MI8K-j	-N5es-IgenJQZrExF0JB	preparation		Since i don't remember all the proportions of step 3, would you be able to send it to me via chat?	Let me see what I can find :)			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5es76pEAqgEvprXI6B	-N5es-IgenJQZrExF0JB	preparation		Since i don't remember all the proportions of step 3, would you be able to send it to me via chat?	1 1/2 cups all purpose flour			0	0	0	0	1	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5es8o7Lcmg9tRHnwUS	-N5es-IgenJQZrExF0JB	preparation		Since i don't remember all the proportions of step 3, would you be able to send it to me via chat?	1/2 cup cornstarch			1	1	1	0	1	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5esAy4BIKG8ysTmeS0	-N5es-IgenJQZrExF0JB	preparation		Since i don't remember all the proportions of step 3, would you be able to send it to me via chat?	1 teaspoon baking powder			1	1	1	0	1	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5esEpzO-3ZmZmRp8Qb	-N5es-IgenJQZrExF0JB	preparation		Since i don't remember all the proportions of step 3, would you be able to send it to me via chat?	Add 3 tablespoons of the marinade from the zipper-lock bag and work it into the flour with your fingertips.			0	0	0	0	1	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5esRwSLw6cVuoiX5BN	 	 	 	 	In this step cornstarch and baking powder play a crucial role if you want to make a light and crisp crust. Unless you'd like to make a rock-like density one...			0	0	0	0	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5esyfU7DDtxRyqSlgC	-N5esaRfTz7aO_irTG8u	knowledge	step_importance	if we don't add the cornstarch and baking powder does it make the chicken soggy or really hard?	Yes precisely!  The problem here is gluten—the network of proteins formed when flour meets water which could cause the crust to become really hard and with rock-like density.  By cutting the protein-rich wheat flour with cornstarch, a pure starch that adds moisture-absorbing capabilities to the breading without adding excess protein you would solve this issue.			1	1	1	1	0	0	0	0.0
5e45a7e926e79c000bc12a85	active	female	25-34	-N5et4WRI7KqIhZM0FvF	-N5esaRfTz7aO_irTG8u	knowledge	step_importance	if we don't add the cornstarch and baking powder does it make the chicken soggy or really hard?	Moreover,  adding a couple of teaspoons of baking powder to the mix helps to bring a bit of air to the mix, forming a crust that is lighter and crisper,			1	1	1	1	0	0	0	0.0
