id	utterance	conv_id	age	gender	condition	gpt_3_nugget_count	chat_gpt_nugget_count	chat_gpt_explanation	age_group
-NGqBlf55euCheAc9vNq	Parisian gnocchi are somewhat of an oddity in the Western repertoire, in that they're made with a hot water dough—much like Chinese-style dumpling or stretched noodle dough.	INfBowH	35-44	male	active	1	2	Two.	younger than 45
-NGvc7C_yylQ-6bzAER9	https://www.seriouseats.com/thmb/hQRpZyPXA4ZTG88KtuqFrUcTpIw=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2019__01__20190116-cheese-souffle-vicky-wasik-28-1500x1125-c9ea5aba3a0d46bfbce6aeb4303500a1.jpg	tLrorpH	55-64	female	active	0	0	There are no facts in this text as it is a URL link to an image.	45 or older
-NKim8zGzZQGvx4onW5V	Would you like to go to step 9?	a9780bf6	45-54	female	active	0	0	There are no facts in this text, only a question.	45 or older
-NGvhDncouTBwCH1Jj4-	Let me see...	tLrorpH	55-64	female	active	0	0	0 (There are no facts provided in the text, only a vague statement.)	45 or older
-NGvbkTml8NbNysCDHd3	Looks like this:	tLrorpH	55-64	female	active	0	0	There is no text provided to count the number of facts.	45 or older
-NKikiR_1_GSin3GGog9	Step 5:  When ready to roast the duck and make the sauce, preheat oven to 425°F (220°C) and set rack in middle position. Set trimmed wings and neck (plus backbone, if you've spatchcocked the duck) on a rimmed baking sheet along with the diced carrot, onion, and celery and drizzle lightly with oil, rubbing to coat all over; if using tomato paste (it will help darken an overly white stock), rub it all over the duck and vegetables as well.	a9780bf6	45-54	female	active	0	5	5	45 or older
-NGzxz2_u7dysl2N3V4M	I'm sorry, I do not think I have this information	EioCaKa	18-24	male	passive	0	0	0	younger than 45
-NGLf8IVJIgMXlDem3pT	Let me see...	LFiNVaQ	45-54	male	passive	0	0	0	45 or older
-NKiObajKnWAVmc5ex4A	Do you have any other questions about this step?	4f7f5758	25-34	female	active	0	0	0. There are no facts present in this text, only a question.	younger than 45
-NGvfYIVYBQLMGR6atYx	Just one thing to notice here. It's important to correctly balance out the amount of flour for soufflé béchamel sauces	tLrorpH	55-64	female	active	0	1	1	45 or older
-NGW_SsbkeuqsA_d-ek7	Good question!  Let me tell you	rfAHhxd	65-74	male	active	0	0	0. There are no facts in this text.	younger than 45
-NH9vO-KeG4m2SQd3-uk	Does this answer your question?	ABFwuoU	45-54	female	active	0	0	0	45 or older
-NGX2CLS4cn5o8owynyT	Let me see...	PPmiUbC	55-64	male	passive	0	0	0. There are no facts presented in the text.	45 or older
-NGLklrq0qwsEugiX2Hi	Can you rephrase this? What exactly do you want to know?	LFiNVaQ	45-54	male	passive	0	1	1 (There are no facts provided in the text.)	45 or older
-NKXuKqnSsNtEGQieYd7	In this step, I would also recommend washing the basil leaves just before crushing the leaves against the side of the mortar.	ea5def48	55-64	female	active	0	1	One.	45 or older
-NHA3IhjjQioU3ywIpZJ	So you need to preheat the oven now already to transfer the chicken to the oven later.	ABFwuoU	45-54	female	active	0	1	1	45 or older
-NKiLXXY1S6z6ZcG3I6e	Additionally, in this step, I would not recommend toasting the nuts as the result is only marginally better and  I'm not sure most people would even notice.	4f7f5758	25-34	female	active	0	1	1	younger than 45
-NKdHnb_OxYfcDBvFDAX	In that case, a relatively big strainer would do the job.	c70f521	45-54	female	active	0	1	1	45 or older
-NGvgfHhLvQg_7dTOUc1	OK, let's proceed to step 3 then :-)	tLrorpH	55-64	female	active	0	0	There is no factual content in this text. Therefore, the answer is zero (0).	45 or older
-NKcy0_v-yP2ae0SGNzP	https://www.seriouseats.com/thmb/VZyd-duglvTu1XG9r0p4ehTVXUg=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2015__07__20150715-fried-chicken-06-23fc327de5e143a2b89f3d493ca12ff1.jpg	68942e2a	65-74	male	passive	0	0	0	younger than 45
-NGWYivjFdmn8Vjig6Ys	Should be around 3 pounds then	rfAHhxd	65-74	male	active	0	1	1. There is a weight expectation of around 3 pounds.	younger than 45
-NKgziTIzbOWIAgU4yRg	https://www.seriouseats.com/thmb/Z6wDyHtAc9wQ_3_GrEvbWC4PF2A=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2019__01__20190116-cheese-souffle-vicky-wasik-folding-egg-whites2-1f126c7bdabb4678ab5142a57b485b06.jpg	7460a2a0	45-54	male	passive	0	0	There are zero facts in this text as it is a URL to an image and does not contain any written content.	45 or older
-NH4hLojuPwENo5cdMdp	https://www.seriouseats.com/thmb/9Rs99qALRw2JIgG9W_1HCujPE14=/1505x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2017__09__20170730-bravetart-apple-pie-vicky-wasik_collage-2-1013be3b880d415b97328a10995289de.jpg	Fxikuau	45-54	male	passive	0	0	There are no facts in this text.	45 or older
-NKdFpiJTvoCXdwjtwge	This recipe is for 4 servings	c70f521	45-54	female	active	0	1	1	45 or older
-NKI9Dk3mtSfc8w9vuII	When making sauces gelatin is an essential ingredient	1vNO49Y	35-44	male	active	0	1	1	younger than 45
-NGgG2nGylHVkq4HEfsJ	https://cdn.jwplayer.com/v2/media/MULAFKQe/poster.jpg<video_separator>https://cdn.jwplayer.com/videos/MULAFKQe.mp4	xMKcudn	45-54	female	passive	0	0	There are zero facts in this text. It is simply a URL to an image and a video.	45 or older
-NGgOKdsfCsO5T-McXsZ	Usually only the duck is served. While duck à l'orange is often cloyingly sweet with a heavy, syrupy sauce, this recipe calls for bitter oranges, which balance the dish's sweetness and cut through the rich and fatty duck (if you can't find bitter oranges, we give you the option of substituting a mixture of navel oranges and lemons).	xMKcudn	45-54	female	passive	1	3	3	45 or older
-NKIAlmbjaSVP9FZHJOL	Exactly! As aforementioned, you really want the skin right	1vNO49Y	35-44	male	active	0	1	1	younger than 45
-NKngW3JTZfuiaafhlLD	This is the last step in the recipe! Well done!	2424a396	45-54	female	active	0	1	1	45 or older
-NKnei4DLl4T8tMr_7Ld	That's great! However, I would recommend beating the egg whites by hand	2424a396	45-54	female	active	0	1	"There is only one fact in this text: ""I would recommend beating the egg whites by hand."""	45 or older
-NKcytvWBQDW1adzZ7n1	This is the last step in the recipe! Well done!	68942e2a	65-74	male	passive	0	1	1	younger than 45
-NKI8bbEz36DHeO0SK1r	that do not require to spatchcock the duck	1vNO49Y	35-44	male	active	0	1	1	younger than 45
-NGWZSjMerHdr1KBTjNE	It will look like this then:	rfAHhxd	65-74	male	active	0	1	"There is only one fact in this text: ""It will look like this then:""."	younger than 45
-NH4VpmoUstZgcWl7uGX	https://www.seriouseats.com/thmb/uNAEH3RMAwkVMkj8yHsfeJWRKVw=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2015__07__20150715-fried-chicken-18-b4317b62296f4a25ba7fdcada7aa6705.jpg	KlOmIXe	45-54	male	passive	0	0	0 (There are no facts in this text as it is a URL for an image of fried chicken.)	45 or older
-NKcxvM6OZcYxrTTgkQs	The result is chicken with a deep brown, craggy crust that's shatteringly crisp but not tough and that breaks away to meat that bursts with intensely seasoned juices underneath.	68942e2a	65-74	male	passive	0	1	1	younger than 45
-NKIC2E2mMOsFr8Z0KKv	Yes precisely.  It's essential for your enhanced stock to be strained of any solids	1vNO49Y	35-44	male	active	0	1	One.	younger than 45
-NH9xnQGvYLqleE9K8Nv	Second, brining alters the texture of the meat by allowing dissolved proteins to cross-link with each other. This is the main principle behind sausage making—dissolved proteins can bond with each other, creating a pleasantly bouncy, tender texture. Third, as the brine slowly works its way into the meat, it seasons it beyond just the very surface. An overnight brine will penetrate a few millimeters into the meat, giving you built-in seasoning before you ever get to the breading.	ABFwuoU	45-54	female	active	3	3	There are three facts in this text.	45 or older
-NKiJS_z2QBGl4DV6m_c	You can still use the food processor if you prefer	4f7f5758	25-34	female	active	0	1	1	younger than 45
-NKJ1iq4e2EGqen8TFD1	Can you rephrase this?	pC0jYVl	45-54	male	passive	0	0	0. There are no facts in this text. It is a request for rephrasing.	45 or older
-NGulwDZu7OsAxkH1HoC	Hello.  How can I help you?	cegcgsG	55-64	female	active	0	0	There are zero facts in this text.	45 or older
-NKifHvGyo8BD_ipQHg2	https://cdn.jwplayer.com/v2/media/MULAFKQe/poster.jpg<video_separator>https://cdn.jwplayer.com/videos/MULAFKQe.mp4	a9780bf6	45-54	female	active	0	0	There are no facts in this text. It is just a URL link to a video.	45 or older
-NGX1bHzNBd9EKV5kia_	"Sure! Here are some recommendations:- Anderson, Heather Arndt. ""Breakfast: A History"" (2014) - Elias, Megan. ""Lunch: A History"" (2014) - Claflin, Kyri and Peter Scholliers, eds. ""Writing Food History, a Global Perspective"" (Berg, 2012)"	PPmiUbC	55-64	male	passive	0	3	3	45 or older
-NKnax-UzmxjJgn44Ljf	before proceeding to the next step, do you have any other questions about the ingredients?	2424a396	45-54	female	active	0	0	0. There are no facts in this sentence, only a question.	45 or older
-NGWhqQNQ56uVOH4ZamL	Was it helpful?	rfAHhxd	65-74	male	active	0	0	0. There is no factual information in the text.	younger than 45
-NKij9L2lOSI2wRebi-P	Step 1:  If desired, you can spatchcock the duck (see note). To do so, use poultry shears to remove the backbone by cutting along both sides of the spine from the cavity to neck ends, then flip the duck and press down on the breast to flatten it.	a9780bf6	45-54	female	active	0	2	2 facts.	45 or older
-NGWaXh8twwX7g0ndqpE	Oh, by the way, when talking about the dough and preparing it in the pie shell. Make sure you choose the right material for the pie shell.	rfAHhxd	65-74	male	active	0	1	1	younger than 45
-NGWxw1j4JVHxFhgf7Mz	Yes you are working with a pâte à choux dough here.	PPmiUbC	55-64	male	passive	0	1	1	45 or older
-NGutYn8G_g-WhV3d_-s	Exactly. You should cut five or six large vents with a sharp knife, using the blade to open each one a little wider—when vents are cut too narrow, entrapped steam can make the top crust a bit mushy.	cegcgsG	55-64	female	active	0	2	2	45 or older
-NKd-K-vfUQ-7sbxwk7I	"So, ""Acidified buttermilk"" is a substitute for buttermilk made by adding a food-grade acid such as vinegar or lemon juice to milk. It can be produced by mixing 1 tablespoon of acid with 1 cup of milk and letting it sit until it curdles for about 10 minutes. Any level of fat content for the milk ingredient may be used."	68942e2a	65-74	male	passive	1	3	There are three facts in this text: 1. Acidified buttermilk is a substitute for buttermilk made by adding a food-grade acid to milk. 2. It can be produced by mixing 1 tablespoon of acid with 1 cup of milk and letting it sit until it curdles for about 10 minutes. 3. Any level of fat content for the milk ingredient may be used.	younger than 45
-NKdDXzuKb-pRhIPUzMB	Ok let me show you the next step.	c70f521	45-54	female	active	0	0	0	45 or older
-NGWir0DyPvgDepwS4hK	Let me see...	rfAHhxd	65-74	male	active	0	0	There are no facts in this text.	younger than 45
-NGgKMbkIgz9sOro8kL8	"There are a number of recipes that use giblets. If a bird is to be stuffed, the giblets are traditionally chopped and added to the stuffing; however, the USDA recommends cooking giblets separately from the rest of the bird. If not, they can be used for other purposes, such as ""giblet pie"" or, a Southern U.S. favorite, giblet gravy. With the exception of giblet gravy, the liver is not usually included in these recipes, as its strong flavor tends to overpower other ingredients. It may be used in liver-specific recipes, such as pâté or yakitori. Giblets can also be used to make alicot, a French stew."	xMKcudn	45-54	female	passive	5	6	6	45 or older
-NKimxJCJ4ND_WCSFJmC	Step 11:  Reduce oven to 300°F (150°C) and continue to roast duck until an instant-read thermometer registers around 175°F in the thickest parts of the thigh and breast, about 45 minutes if the duck is spatchcocked and 1 hour if whole (it's okay if some parts of the duck get hotter, it's meant to be well done and will not harm the duck). Remove duck from oven and set aside to rest.	a9780bf6	45-54	female	active	0	3	There are three facts in this text: 1. Reduce oven to 300°F (150°C) 2. Continue to roast duck until an instant-read thermometer registers around 175°F in the thickest parts of the thigh and breast 3. Remove duck from oven and set aside to rest.	45 or older
-NKiKUFIVgcURy71wNLt	But be careful as Pecorino Romano is saltier, sharper, and tangier than Fiore Sardo.	4f7f5758	25-34	female	active	0	3	3	younger than 45
-NKiML6o2RzdwQWaBbrq	Around 3/4 cup (175ml) mildly flavored extra-virgin olive oil	4f7f5758	25-34	female	active	0	1	1	younger than 45
-NGWhHj0-_Yyr66wMMw7	Let me see...	rfAHhxd	65-74	male	active	0	0	0	younger than 45
-NHA7GKHqpFNYSACT5xr	You can refrigerate the chicken overnight and fry it a second time just before eating it. This is a wonderful way to rejuvenate fried chicken leftovers (as if such a thing exists), and your chicken will end up even better on the second day.	ABFwuoU	45-54	female	active	1	2	2	45 or older
-NGWdlmP2my3jM7KZRK_	Just like this:	rfAHhxd	65-74	male	active	0	1	"There is only one fact in this text, which is ""Just like this:""."	younger than 45
-NGWVmQDnFenirmbL9ZS	Unfortunately not, I 'm sorry	rfAHhxd	65-74	male	active	0	0	There are 0 facts in this text.	younger than 45
-NKJ2sX3vuip8vrcdyvF	https://www.seriouseats.com/thmb/WMhNeW2C0sMh3cscrauQNn0OSHU=/610x458/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2013__09__20130827-gnocchi-parisian-souffle-31-10eb2fa00fd14ff9a88f1fc20ca68b90.jpg	pC0jYVl	45-54	male	passive	0	0	There are 0 facts in this text.	45 or older
-NKXvMvCsDeF5EQvEAl5	During this process I would recommend adding the olive oil in small increments, working it in with the pestle to maintain that creamy emulsion before adding the next handful.	ea5def48	55-64	female	active	0	1	1	45 or older
-NKXrUCBxz_xdB4laxDF	let me show you a picture	ea5def48	55-64	female	active	0	0	0. There are no facts in this text.	45 or older
-NH4VZsJi9MLuRtcqWu4	You can spot-check your oil temp with a basic instant-read thermometer if oyu have one.	KlOmIXe	45-54	male	passive	0	1	1 fact.	45 or older
-NGzrE_lTPf2M8oj6Bvk	Sure, have a look at this:	EioCaKa	18-24	male	passive	0	0	0	younger than 45
-NKioxe1MrX2R4zltOiQ	Not yet. You should first add vinegar to the sauce	a9780bf6	45-54	female	active	0	1	There is only one fact in this text, which is that vinegar should be added to the sauce before continuing.	45 or older
-NH-33toh0u7wRJvJI3t	Great. Thank you!	EioCaKa	18-24	male	passive	0	0	0	younger than 45
-NGW_aL1duOAn2iOVkd8	You should proceed like this:	rfAHhxd	65-74	male	active	0	0	0	younger than 45
-NJitszbR8xyFukPTZhM	Step 2:  Add pine nuts and continue to crush with pestle, smashing and grinding them, until a sticky, only slightly chunky, beige paste forms.	sVzhG	45-54	female	passive	0	1	"There is one fact in this text: ""Add pine nuts and continue to crush with pestle, smashing and grinding them, until a sticky, only slightly chunky, beige paste forms."""	45 or older
-NKceWFPinwMoNR4xlqC	I think that just depends on whether you are using a food processor or mortar and pestle.	2b71cb60	65-74	female	passive	0	1	1	younger than 45
-NGLfU6FJU81ZyaJ0CRr	https://cdn.jwplayer.com/v2/media/Ern2tc8F/poster.jpg<video_separator>https://cdn.jwplayer.com/videos/Ern2tc8F.mp4	LFiNVaQ	45-54	male	passive	0	0	There are zero facts in this text.	45 or older
-NKI670KUvdfsz7xoExI	The type of orange you'll be using is quite important when making the sauce bigarade	1vNO49Y	35-44	male	active	1	1	1	younger than 45
-NKIH0ohDkOGpNusUDrF	https://www.seriouseats.com/thmb/nlevLgylpU4QeL7F9y1CZ_ePQ2I=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__11__20181023-duck-a-l-orange-vicky-wasik-34-1500x1125-e1d019c7ebf845b58106b841a00867d1.jpg	1vNO49Y	35-44	male	active	0	0	There are zero facts in this text as it is just a link to an image.	younger than 45
-NKdDgHkJIgQ6jhlfeGi	Are you planning to use a stand mixer?	c70f521	45-54	female	active	0	0	0 (There are no specific facts provided in the text, only a question)	45 or older
-NGqGmw3C7V-fG1TvOK7	This recipe yields gnocchi for four servings.	INfBowH	35-44	male	active	1	1	One.	younger than 45
-NGWX4tCssfc7i6fY-DR	This is called maceration. You macerate the sliced apples with brown sugar and spices in a gallon-sized zip-top bag.  Not only does this minimize cleanup down the road, it limits the fruit's exposure to air, meaning less oxidation, and it lets you toss everything together without making a mess. ( A five-quart-capacity bowl will do the same thing, but that will also increase the fruit's exposure to air.)	rfAHhxd	65-74	male	active	3	4	4	younger than 45
-NKIBcJN0ttDNGHlOK0K	Yes exactly!  Making the sauce for duck à l'orange allows us to combine the powers of a good stock with the enhanced flavor of an integral sauce by infusing the stock with the duck trimmings.	1vNO49Y	35-44	male	active	0	1	1	younger than 45
-NGWiYZoN5rVwuR6wYvw	Sure! Notice, however, that green apples are especially high in pectin, which means that even though this recipe doesn't use nearly as much starch as my other pies, the filling will thicken considerably as it cools. That only means that it's best served warm—something that's been true of apple pie all along.	rfAHhxd	65-74	male	active	1	2	Two.	younger than 45
-NH4VpV1vdTgP6QSpwn6	I'm sorry, I do not think I have a video, but a picture:	KlOmIXe	45-54	male	passive	0	0	0	45 or older
-NJisx3oqeiFtu7KnJGV	https://cdn.jwplayer.com/v2/media/YdWNzjnJ/poster.jpg<video_separator>https://cdn.jwplayer.com/videos/YdWNzjnJ.mp4	sVzhG	45-54	female	passive	0	0	There are zero facts in this text.	45 or older
-NGgEFieAQEYKuBusdX_	Hi.  How can I help you?	xMKcudn	45-54	female	passive	0	0	0	45 or older
-NKIGKcUjr6B-5sQfedN	https://www.seriouseats.com/thmb/dhpbbTIgwxubAJm-1iyvmRaydvA=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2018__11__20181023-duck-a-l-orange-vicky-wasik-31-1500x1125-97079d893caf4933a28aadb30b532bb3.jpg	1vNO49Y	35-44	male	active	0	0	There are no facts in this text as it is a link to an image, not a written passage.	younger than 45
-NGgMASaC4P2vCA2toBa	I'm sorry, I do not think I have this information. But I can show you pictures:	xMKcudn	45-54	female	passive	0	0	0	45 or older
-NGWcB-OYTHOgU7HS23p	This means do not tuck it in too tight.	rfAHhxd	65-74	male	active	0	1	1	younger than 45
-NGvfEUQRLPTeKmT6YbN	So béchamel is a flour-thickened milk-based sauce. You need to add it bit by bit to loosen up the butter-flour mixture.	tLrorpH	55-64	female	active	1	2	Two.	45 or older
-NKczXavSYEStHriWOZl	Let me see what I can find	68942e2a	65-74	male	passive	0	0	0. There are no factual statements in this text.	younger than 45
-NKilShb_w79sHnc9p67	Step 7:  Add stock to a large saucepan and bring to a simmer. Transfer roasted duck trimmings and vegetables to the stock. Pour some boiling water onto the baking sheet and scrape up any browned bits, then add that liquid to the stock, as well.	a9780bf6	45-54	female	active	0	3	Three.	45 or older
-NGur5CMcRyJyxkTo4WY	Further cooking will only candy the syrup and bring out the funky flavors of caramelized fructose, while the overall water content of the fruit is easily managed through a touch of tapioca starch. Once the apples have collapsed by a third, you can add the tapioca starch, then seal the whole thing back up to toss around until it's well combined. Waiting to add the tapioca starch prevents it from interfering with maceration.	cegcgsG	55-64	female	active	0	3	Three.	45 or older
-NKXoMm9eVm_t8mJVNW5	That large pestle head is perfect for efficiently smashing the garlic to paste, and the pine nuts.	ea5def48	55-64	female	active	0	1	1	45 or older
-NKcuGWAX6o5QYHmrs6Y	That is great to hear!	68942e2a	65-74	male	passive	0	0	0	younger than 45
-NGWfX49yNfJ-_iFjIi-	It's just a smaller pan	rfAHhxd	65-74	male	active	0	1	1	younger than 45
-NKiIsQ1ad4pAu-N_TA6	Are you planning to use a food processor or a mortar and pestle?	4f7f5758	25-34	female	active	0	1	1	younger than 45
-NKY1tj5_Yv8GqpK0XEK	however, I'm not sure for how long you should be able to keep it refrigerated	ea5def48	55-64	female	active	0	0	Zero. The text does not contain any facts, only a statement of uncertainty.	45 or older
-NKiNshHBM9U-pwwABbM	that is a great question!  A jar of pesto should be stored in the refrigerator after opening and lasts for two to three weeks, but it may start to lose flavor from the moment you open the jar.  However, make sure to check the colour of the leaves. Once they turn from green to brown, it is all over for the pesto.To boost the 'shelf-life' of the pesto in the fridge, make sure that it is completely covered with olive oil before sealing the container.	4f7f5758	25-34	female	active	2	4	Four.	younger than 45
-NGvg-qSQgAf4DZdkpOA	As I said, it makes a soufflé that rises just a little less dramatically. In exchange, it has a bit more substance, which is what I like about it; a savory soufflé should feel like a meal, not a magic trick that puffs itself up before your eyes only to fade away and never make it to your stomach.	tLrorpH	55-64	female	active	0	2	Two.	45 or older
-NKIEfYnb_LfadEom5UF	ok let's go to the next step	1vNO49Y	35-44	male	active	0	0	0. There are no facts in this text.	younger than 45
-NGunhws_d_ZfvcZGXB2	"So New England was the first region to experience large-scale English colonization in the early 17th century, beginning in 1620, and it was dominated by East Anglian Calvinists, better known as the Puritans. Baking was a particular favorite of the New Englanders and was the origin of dishes seen today as quintessentially ""American"", such as apple pie and the oven-roasted Thanksgiving turkey. ""As American as apple pie"" is a well-known phrase used to suggest that something is all-American."	cegcgsG	55-64	female	active	3	3	3	45 or older
-NGWwNUsK0pDIA0tmBtj	Let me see...	PPmiUbC	55-64	male	passive	0	0	There are no facts in this text.	45 or older
-NGWfoeWd5gGpvhTA11W	Was it helpful?	rfAHhxd	65-74	male	active	0	0	There are no facts in this text.	younger than 45
-NKng0gF7LB3PnOSibKp	That's because the Soufflé will rise in the oven.	2424a396	45-54	female	active	0	1	1	45 or older
-NKJ2rdWI_2gbsvU6UPv	Sure! The final result should look as shown in the following picture	pC0jYVl	45-54	male	passive	0	1	1	45 or older
-NGztf-hpf-x7hra1nMZ	Hello. Are you still there?	EioCaKa	18-24	male	passive	0	0	0 (There are no facts in this text, only questions)	younger than 45
-NGWYubse--GHV4gKitC	Perfect	rfAHhxd	65-74	male	active	0	0	0. There is no text provided for the AI to analyze.	younger than 45
-NKXqNcMHrcmzE5o62vZ	Sure! Would you like to go to the first step?	ea5def48	55-64	female	active	0	0	0 (There are no facts in this text)	45 or older
-NKdEpQePdQvjibcZoHG	in this step, it's very important that you let the mixture rest for 15 to 25 minutes at room temperature.	c70f521	45-54	female	active	0	1	1	45 or older
-NKXt35KvJkEX55dxFer	It's also worth noting that toasting nuts in this step is not worth it.	ea5def48	55-64	female	active	0	1	1	45 or older
-NGWaq0mM_271F67Tr6S	When it is time to bake, you need to bake until 195°F (91°C) in the very center.	rfAHhxd	65-74	male	active	1	1	1	younger than 45
-NH4T_X-Rrmlc6w3DkiT	In general, garlic powder is nothing like real garlic.  But that doesn't mean it doesn't have its culinary uses. It's particularly effective in spice rubs and breadings, where fresh garlic would be difficult to incorporate, due to its texture. So garlic granules is the better choice for our fried chicken.	KlOmIXe	45-54	male	passive	1	3	There are three facts in this text.	45 or older
-NGutIGF1svwDhJkYUtr	Sure, let's go on to step 4.	cegcgsG	55-64	female	active	0	0	0 (There are no facts presented in this text)	45 or older
-NKij5px0MnUEkX1PYo2	Unfortunately, I can't update your screen. I'll send you the steps over chat.	a9780bf6	45-54	female	active	0	1	There is only one fact in this text: the message sender cannot update the recipient's screen.	45 or older
-NKcxVhtI64c-J2E3m1p	That's a great question! Let me see what I can find	68942e2a	65-74	male	passive	0	0	0	younger than 45
-NGqCA9Ft0AKJPVGTp0r	Sure!	INfBowH	35-44	male	active	0	0	0	younger than 45
-NHA1J09sinlUvZU-Jeq	But notice when dipping it multiple times into the breading that it has a tendency to fall off the breast because of its heft.	ABFwuoU	45-54	female	active	0	1	1	45 or older
-NGupXNQzEYAcp8CMHmV	Before going next, make sure to use the zip-top bag here. It is very important for the maceration step.	cegcgsG	55-64	female	active	0	1	1	45 or older
-NGWZSqR45721N-ixLfs	https://www.seriouseats.com/thmb/6bJUb2Ie5xzhKxlHrZRnYGZSM50=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2017__09__20170730-bravetart-apple-pie-vicky-wasik-6-34d10f7c606748b7943f0d1629d3d632.jpg	rfAHhxd	65-74	male	active	0	0	There are 0 facts in this text as it is a hyperlink that leads to an image.	younger than 45
-NKI95ZyXnbjOCra_Pwf	That is a really good approach! An alternative would be to make a Beef or veal since those bones give up enough gelatin to make a truly spectacular sauce.  If you don't want to do that, a brown chicken stock is your next best choice; it won't have quite as much gelatin as a good beef or veal stock.	1vNO49Y	35-44	male	active	2	2	2	younger than 45
-NKY03YpQzsG7pFWd4Ja	Yes, precisely, let me show you the last step.	ea5def48	55-64	female	active	0	0	0	45 or older
-NKdD3hHObIq_jXRQ7ka	As a result, a pâte à choux dough isn't stretchy or bouncy; its more malleable and supple, kind of like Play-Do.	c70f521	45-54	female	active	1	1	1	45 or older
-NH9v7lS7YIIpdjZSfZY	Some folks shun garlic powder, saying that it's nothing like real garlic. That's true to some extent, but that doesn't mean it doesn't have its culinary uses. It's particularly effective in spice rubs and breadings, where fresh garlic would be difficult to incorporate, due to its texture. Therefore, we need garlic powder in this recipe.	ABFwuoU	45-54	female	active	1	2	Two facts: 1. Some people believe that garlic powder is not like real garlic but it has culinary uses. 2. Garlic powder is effective in spice rubs and breadings when using fresh garlic is difficult.	45 or older
-NKnflI0u3f0a2a5DSUT	Do you have any questions about this step?	2424a396	45-54	female	active	0	0	0. There are no facts in this text. It is a question.	45 or older
-NGWjONmux6PY3iCBSQ1	You can surely keep it in the fridge for 2+ days, but I don't know for how long you can keep it there exactly.	rfAHhxd	65-74	male	active	0	1	One fact.	younger than 45
-NKndavbNo9jDUzIhYyo	I'm sorry but I do not have a picture. But if you'd like I can tell you more about it.	2424a396	45-54	female	active	0	0	0. There are no facts in this text.	45 or older
-NGWXBw2SluRCS2ra3X1	https://www.seriouseats.com/thmb/pT3dUgIe5z-IdBry4GwY7jSzLMA=/1500x1125/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__images__2017__09__20170730-bravetart-apple-pie-vicky-wasik_collage-1-52533cee10314c3e95d09f8bd09925cb.jpg	rfAHhxd	65-74	male	active	0	0	There are zero facts in this text.	younger than 45
-NH4SYXj4ldN6oFBzUyK	Hi.  How can I help you?	KlOmIXe	45-54	male	passive	0	0	0	45 or older
-NHA2FRrR_v55wAWKkCe	Was it helpful?	ABFwuoU	45-54	female	active	0	0	0	45 or older
-NKY0oe5e6Tyixe-Kx6D	Let me see what I can find	ea5def48	55-64	female	active	0	0	0. There are no facts in this text.	45 or older
-NKgqmPmvAtv-2aMvJpj	That's a great question! Let me see what I can find	7460a2a0	45-54	male	passive	0	0	0	45 or older
-NGqAaleRyYgsyqsFPsZ	hhi	INfBowH	35-44	male	active	0	0	"There is no fact in the given text ""hhi"", therefore the answer is 0."	younger than 45
-NGqDPhtPVS9TiCgyT8n	Hm so Dijon has a strong taste from the liquid they use in it (it's not quite vinegar, not quite wine).  I'd probably try a blend of some other mustard + a little white wine vinegar (not white vinegar; white wine vinegar) or champaigne vinegar or apple cider vinegar.  If you have dry mustard powder, and some time to let it sit, you could also try making your own; maybe that helps to make mustard taste better for you?	INfBowH	35-44	male	active	0	2	Two	younger than 45
-NKIBh6r6T_AtH2ubJoo	Hence, Duck à l'orange is only as good as its sauce	1vNO49Y	35-44	male	active	0	1	1	younger than 45
-NKICc45Sejqx2LEqb9P	Yes that is correct!  Remember that as you have spatchcocked the bird you get better browning and crisping on the skin around the thighs.	1vNO49Y	35-44	male	active	0	2	Two.	younger than 45
-NGWznxnojUK_kU294Xq	Let me see...	PPmiUbC	55-64	male	passive	0	0	0, as there are no facts stated in the text.	45 or older
