conv_id	condition	utterance_id	participant	length_char	length_words	utterance
5e45a7e926e79c000bc12a85	active	-N5emwjqlLc0r3Qky6Bm	user	39	7	oh okay. thank you for that information
5e45a7e926e79c000bc12a85	active	-N5en0oXj1Tvtf2P6zu4	agent	90	19	You are welcome! Do you have any other questions or would you like to go to the next step?
5e45a7e926e79c000bc12a85	active	-N5en54LFbEtg5KPOt8M	user	89	16	I have all the ingredients now, can you help me start with cutting the chicken correctly?
5e45a7e926e79c000bc12a85	active	-N5enEEupG5yfV-EtxZx	agent	37	9	Yes sure, let me see what I can find!
5e45a7e926e79c000bc12a85	active	-N5enfyfeuG5CCRQl-EQ	agent	1680	309	This might help you! Remove the wings. Stand the chicken on its neck, legs point to the ceiling and breasts pointing away from you. slide the cleaver between the body and wing, cutting through the joint close to the body.  You should slide the knife between the joint cutting only the tendons, not the bone.Remove the legs.  lie the chicken on its back one leg near you, one leg away from you.  slide the knife between the joint near the body, again cutting only tendon not bone and remove the leg.Separate the thigh from the drumstick, again go for the joint.  If you want the legs to be in smaller pieces then you can cut each thigh and drumstick in two with a firm action.  You have 2 choices for techniqueStart with the cleaver tip furthest from you on the board, place the thigh under the blade and push down firmly and quickly.  you should cut through the bone.Chop through the bone by lifting the cleaver in the air and bringing down hard and fast.  This has better chance of a cleaner cut through the bone, but you need to be a better aim. Split the carcass in half.  Stand in the same position as 1. and with the blade parallel to to your body cut down through the carcass so you have the back and the breast in separate piecesRemove the breast from the bone by sliding the knife (might want to use a smaller knife here) between the meat and the bone.  Remove the backbone out of the back, kitchen scissors are easiest.  you can skip this if the back doesn't have much meat.Cut the back pieces into nice size pieces across the length.Slice the breast pieces crosswise into nice size piecesReassemble the chicken on the plate with the breast meat on top of the back pieces
5e45a7e926e79c000bc12a85	active	-N5eny92Rhe-YmZ8jLOo	agent	136	22	I apologize for the long response, but after learning that you'll definitely be a chicken expert. However, be careful when using knives!
5e45a7e926e79c000bc12a85	active	-N5eoGWagARxvhSHVuYf	agent	73	16	Do you have any other questions or would you like to go to the next step?
5e45a7e926e79c000bc12a85	active	-N5ep7HAIRz_TxE7IP2D	user	53	11	this was perfect, thank you! lets go to the next step
5e45a7e926e79c000bc12a85	active	-N5epIjaKgG7GVomm534	agent	51	10	Feel free to ask me any question about this step :)
5e45a7e926e79c000bc12a85	active	-N5epItcsH72bx5jTXbw	user	4	1	done
5e45a7e926e79c000bc12a85	active	-N5epRUWjOl_o-VJOEQG	agent	41	8	Ok perfect! The mix should look like this
5e45a7e926e79c000bc12a85	active	-N5epU0EgFbG2hCefsoi	user	71	12	can you also show the quantities of everything while showing the steps?
5e45a7e926e79c000bc12a85	active	-N5epgFPMlACBuPHj_pD	agent	112	19	I'm sorry I do not have that functionality implemented. But I'll try to accommodate your request whenever I can.
5e45a7e926e79c000bc12a85	active	-N5epmPACDrovlwJG4UR	user	57	12	okay i'll keep that in mind before you show the next step
5e45a7e926e79c000bc12a85	active	-N5epnQBRHQPg6Qs6xTg	user	19	6	we can go to step 2
5e45a7e926e79c000bc12a85	active	-N5eq0jRxRGaX5WQaK_b	agent	66	13	Quiz time :)! Can I ask you why brining is important in this step?
5e45a7e926e79c000bc12a85	active	-N5eq9n_pc2ASS2WeXXB	user	82	15	So that the flavor really gets settled inside the chicken well and makes it moist?
5e45a7e926e79c000bc12a85	active	-N5eqR_kc7QFdLzkXy-5	agent	335	56	oh wow, that's correct!! You really are an expert!Brining is the process by which a lean meat (most often chicken, turkey, or pork) is submerged in a saltwater solution. As the meat sits, the saltwater will slowly dissolve key muscle proteins—most notably myosin, a protein that acts as a sort of glue, holding muscle fibers together).
5e45a7e926e79c000bc12a85	active	-N5eqUbdEAshkLWNcpOn	agent	49	8	As the myosin dissolves, three things take place:
5e45a7e926e79c000bc12a85	active	-N5eqW9_2kvgXAfxT2JR	agent	63	11	First, the ability of the meat to hold onto moisture increases.
5e45a7e926e79c000bc12a85	active	-N5eq_G9oU0tdXm-vCCH	agent	248	37	Second, brining alters the texture of the meat by allowing dissolved proteins to cross-link with each other. This is the main principle behind sausage making—dissolved proteins can bond with each other, creating a pleasantly bouncy, tender texture.
5e45a7e926e79c000bc12a85	active	-N5eqa-bIb_61mZBrSO2	agent	99	19	Third, as the brine slowly works its way into the meat, it seasons it beyond just the very surface.
5e45a7e926e79c000bc12a85	active	-N5eqonelHH_ljLkNnA6	agent	60	10	However, in this case, you can replace water with buttermilk
5e45a7e926e79c000bc12a85	active	-N5eqsj7Kjx8XDtZs-Kz	user	69	13	i did not know all the science behind it! Great information to learn.
5e45a7e926e79c000bc12a85	active	-N5eqxUq3aHQHRHJU8Ph	user	73	11	Wouldn't replacing buttermilk with water affect the taste of the chicken?
5e45a7e926e79c000bc12a85	active	-N5erFN3zk351uPzGO2i	agent	218	38	Not it won't! Replace water with buttermilk not only makes the chicken come out just as moist as with water brine, but it actually makes it significantly more tender due to the tenderizing effects of buttermilk on food
5e45a7e926e79c000bc12a85	active	-N5erNTuXN85IUOZCaT2	agent	58	9	Look at the difference between brined and unbrined chicken
5e45a7e926e79c000bc12a85	active	-N5erU71EPyIq6-jYOD7	user	37	6	unbrined chicken does not look pretty
5e45a7e926e79c000bc12a85	active	-N5erZnwdMmm3QbEjB8Z	agent	27	5	i totally agree with you :)
5e45a7e926e79c000bc12a85	active	-N5erkKHphgbGtmxyyuT	agent	48	9	Do you have any other questions about this step?
5e45a7e926e79c000bc12a85	active	-N5erpTaVBdcK9veehQ5	user	43	11	No, i think I'd like to go to the next step
5e45a7e926e79c000bc12a85	active	-N5erqo8I7DJmahq8Bds	agent	5	1	Sure!
5e45a7e926e79c000bc12a85	active	-N5es-IgenJQZrExF0JB	user	98	21	Since i don't remember all the proportions of step 3, would you be able to send it to me via chat?
5e45a7e926e79c000bc12a85	active	-N5es2baTgPCq4MI8K-j	agent	29	7	Let me see what I can find :)
5e45a7e926e79c000bc12a85	active	-N5es76pEAqgEvprXI6B	agent	28	6	1 1/2 cups all purpose flour
5e45a7e926e79c000bc12a85	active	-N5es8o7Lcmg9tRHnwUS	agent	18	3	1/2 cup cornstarch
5e45a7e926e79c000bc12a85	active	-N5esAy4BIKG8ysTmeS0	agent	24	4	1 teaspoon baking powder
5e45a7e926e79c000bc12a85	active	-N5esEpzO-3ZmZmRp8Qb	agent	107	19	Add 3 tablespoons of the marinade from the zipper-lock bag and work it into the flour with your fingertips.
5e45a7e926e79c000bc12a85	active	-N5esK-WqoiD7McSODTU	user	14	3	got it. thnaks
5e45a7e926e79c000bc12a85	active	-N5esRwSLw6cVuoiX5BN	agent	159	30	In this step cornstarch and baking powder play a crucial role if you want to make a light and crisp crust. Unless you'd like to make a rock-like density one...
5e45a7e926e79c000bc12a85	active	-N5esaRfTz7aO_irTG8u	user	95	18	if we don't add the cornstarch and baking powder does it make the chicken soggy or really hard?
5e45a7e926e79c000bc12a85	active	-N5esyfU7DDtxRyqSlgC	agent	362	55	Yes precisely!  The problem here is gluten—the network of proteins formed when flour meets water which could cause the crust to become really hard and with rock-like density.  By cutting the protein-rich wheat flour with cornstarch, a pure starch that adds moisture-absorbing capabilities to the breading without adding excess protein you would solve this issue.
5e45a7e926e79c000bc12a85	active	-N5et4WRI7KqIhZM0FvF	agent	152	30	Moreover,  adding a couple of teaspoons of baking powder to the mix helps to bring a bit of air to the mix, forming a crust that is lighter and crisper,
5e45a7e926e79c000bc12a85	active	-N5etKuGgdZca5WD4dNT	user	19	4	Oh okay makes sense
5e45a7e926e79c000bc12a85	active	-N5etNyahnzhiOSfL5nU	agent	35	7	Would you like to the next step? :)
5e45a7e926e79c000bc12a85	active	-N5etQR2FJMuAi4RDqJa	user	10	2	Yes please
5e45a7e926e79c000bc12a85	active	-N5etgVmGFs7w19mYswl	user	36	6	How important is a food thermometer?
5e45a7e926e79c000bc12a85	active	-N5etpNmiSn1V4-iARzl	agent	96	17	It's quite important as it helps you to adjust the heat as necessary to maintain the temperature
5e45a7e926e79c000bc12a85	active	-N5etvRjm6okdqnQcAg0	user	61	12	is there a way to estimate temperature if you don't have one?
5e45a7e926e79c000bc12a85	active	-N5eu7zdMFmZdHgrSTrq	agent	29	7	Let me see what I can find :)
5e45a7e926e79c000bc12a85	active	-N5euNg0rTd-CbL-ltsX	agent	58	12	I'm sorry but I could not find an answer to your question.
5e45a7e926e79c000bc12a85	active	-N5euSZ7-xn2GXkWndC0	user	16	3	okay no problem.
5e45a7e926e79c000bc12a85	active	-N5euYZp-OLCZBhyUQr4	agent	38	9	Would you like to go to the next step?
5e45a7e926e79c000bc12a85	active	-N5euaW7YBlwmZlF0cjI	user	61	15	Why do i preheat the oven as well as heat oil in a cast iron?
5e45a7e926e79c000bc12a85	active	-N5euqivwbI2loyQGvU_	agent	179	28	That's a really good question!  Usually, when cooking fried chicken there is always a big problem..overcooking the coating long before the chicken is cooked through to the center.
5e45a7e926e79c000bc12a85	active	-N5eusoottwu65GoHAJU	agent	108	21	Just fry the chicken until golden brown, then transfer it to a hot oven to finish cooking at a gentler pace.
5e45a7e926e79c000bc12a85	active	-N5ev5NlrveUr6UaFewX	user	90	17	Oh yes, I've always had the problem of slightly burnt skin instead of a crispy outer layer
5e45a7e926e79c000bc12a85	active	-N5ev9ReoOT5H8JKz_pe	user	34	9	I think we can go to the next step
5e45a7e926e79c000bc12a85	active	-N5evMwheOInDJwE1oMb	agent	67	12	I'm starting to get hungry...but don't worry 3 more steps to go :)!
5e45a7e926e79c000bc12a85	active	-N5evRyC2LQdzIaZiwwC	user	11	3	haha me too
5e45a7e926e79c000bc12a85	active	-N5evgknrrQYYyk0Xu4o	user	74	17	Do i need to rest the chicken on a wire rack for a certain amount of time?
5e45a7e926e79c000bc12a85	active	-N5evyBP-p7aQR-FlP8L	agent	131	27	You simply need to transfer the chicken to a wire rack set on a rimmed baking sheet. There is not need to leave it to rest there :)
5e45a7e926e79c000bc12a85	active	-N5ew6cLoYy3kw8wGgrd	user	68	13	got it. and wouldn't the chicken pieces have skin on both the sides?
5e45a7e926e79c000bc12a85	active	-N5ewRLnWMgfbrdaRKjg	agent	100	23	I would say it depends on how you cut it. But for this step, try to place skin side down in the pan.
5e45a7e926e79c000bc12a85	active	-N5ewZswwuxFDDZyO5K2	user	32	8	okay. we can go to the next step
5e45a7e926e79c000bc12a85	active	-N5ex-kbzJcy_jo_tm8N	user	93	13	Why does the breast pc and the thigh/drumstick register different temperatures for readiness?
5e45a7e926e79c000bc12a85	active	-N5exPdeRBF_bKZ6-qXn	agent	282	44	The temperature difference has to do with the thickness of the different chicken pieces. For this reason you need to bake until thickest part of breast pieces registers 150°F (65.5°C) on an instant-read thermometer, and thigh/drumstick pieces register 165°F (74°C), 5 to 10 minutes;
5e45a7e926e79c000bc12a85	active	-N5ex_lVsRt_qnuFhthR	user	14	3	okay thank you
5e45a7e926e79c000bc12a85	active	-N5exbEf1iq2Q-f-gvdG	user	24	6	we can proceed to step 7
5e45a7e926e79c000bc12a85	active	-N5exbINMnYCE6XNl5kv	agent	42	9	I think at this point we are done cooking!
5e45a7e926e79c000bc12a85	active	-N5exe6zOu_nQteUwhJn	user	11	3	time to eat
5e45a7e926e79c000bc12a85	active	-N5exgaR8VD_MP4i-VQf	agent	28	6	This is what you should have
5e45a7e926e79c000bc12a85	active	-N5exlqaHS5-Jvj59XHs	user	31	8	yes i do thanks to all the help
5e45a7e926e79c000bc12a85	active	-N5exrDusmcar2Si5mCC	agent	76	16	And yes, time to eat (please keep a piece of fried chicken for me as well)!!
5e45a7e926e79c000bc12a85	active	-N5exwCWn-XcldPKIbnS	user	15	4	haha i will try
j6iz4akqr2	active	-NBNEgzcsGfrxHxOkzEY	agent	251	46	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Savory Soufflé. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
j6iz4akqr2	active	-NBNEljz5aBPcuvDITnp	user	5	1	Start
j6iz4akqr2	active	-NBNEpqwUAeWTlD449G_	agent	80	13	Do you have any questions about the ingredients required to make Savory Soufflé?
j6iz4akqr2	active	-NBNEw9GGmagiiuGykes	user	29	5	Where is cayenne pepper from?
j6iz4akqr2	active	-NBNFJRNgEfXamALxzTh	agent	52	11	that's a great question! Let me see what I can find!
j6iz4akqr2	active	-NBNFoMEjAR4VxBmjOUn	agent	225	39	The cayenne pepper is a type of "Capsicum annuum". It is usually a moderately hot chili pepper used to flavor dishes. Cayenne peppers are probably named after the place Cayenne in French Guiana ad that's where they come from.
j6iz4akqr2	active	-NBNG4MGLUyxMtJ6S6bK	user	42	8	what's the first step to make the souffle?
j6iz4akqr2	active	-NBNGGKV4hMGYTp8dWbZ	agent	106	19	Before going to the first step, can you tell me what's the difference between sweet souffes and sour ones?
j6iz4akqr2	active	-NBNIDan_d_I9pdryORV	user	68	12	Sweet souffles are sweet and made with sugar and savoury ones aren't
j6iz4akqr2	active	-NBNIFZbN4tMM7GscFxa	user	17	3	*sour ones aren't
j6iz4akqr2	active	-NBNIS0KP_7FFAPszlrA	agent	289	49	All classic soufflés, sweet and savory, start with a base that provides richness and structure. In savory soufflés the base is a thick béchamel sauce.  In sweet soufflés, the base is often pastry cream. However, you can just as easily sweeten béchamel and make a dessert soufflé from that.
j6iz4akqr2	active	-NBNIjm6Gy0GavRpHneQ	user	31	6	What's the origin of a souffle?
j6iz4akqr2	active	-NBNIyFuYRUm9e5it85Q	agent	288	44	That's a great question! The earliest mention of the soufflé is attributed to French master cook  Vincent La Chapelle, in the early eighteenth century. The development and popularization of the soufflé is usually traced to French chef Marie-Antoine Carême in the early nineteenth century.
j6iz4akqr2	active	-NBNJE6-2eeW5Hp75aHp	user	27	5	How calorific is a souffle?
j6iz4akqr2	active	-NBNJMhk3PaXabQrwZ-c	agent	49	10	I'm sorry, I do not think I have this information
j6iz4akqr2	active	-NBNJNBtv5XEbk6BdENe	agent	100	21	Do you have more questions about the ingredients or would you like to go to the first step out of 9?
j6iz4akqr2	active	-NBNJPPN3cm6o6KT6c9W	user	10	2	First step
j6iz4akqr2	active	-NBNJfrnSmHEzX2JMQ9y	agent	56	10	In this step, temperature is key when making the Soufflé
j6iz4akqr2	active	-NBNJpanncvK5Hmy4qaY	user	21	4	What's the next step?
j6iz4akqr2	active	-NBNJvsi_8Mx_RSZ5BfK	agent	42	8	Do you have any questions about this step?
j6iz4akqr2	active	-NBNJx_S0EvCZwLC7cTc	user	2	1	No
j6iz4akqr2	active	-NBNK-XsXs38LXrhVJu_	agent	28	7	ok let's go to the next step
j6iz4akqr2	active	-NBNKDy5Cx69GcOGyZhj	user	16	3	Next step please
j6iz4akqr2	active	-NBNKcU_odQoQk6Z_trg	user	5	2	Ho hi
j6iz4akqr2	active	-NBNKgePtFGyj1xs1Vhc	agent	22	4	Can you rephrase this?
j6iz4akqr2	active	-NBNKkuuDt8t5uwNG1OG	user	51	9	Sorry, typo. How high should the heat be initially?
j6iz4akqr2	active	-NBNKw3AFn-c0rg4MRRq	agent	178	32	You should preheat oven to 400°F (200°C) for a more browned soufflé with a slightly looser center or 375°F (190°C) for a more gently cooked soufflé that sets all the way through.
j6iz4akqr2	active	-NBNKyIrEynts5s6SfsE	agent	358	62	The oven temperature has a couple important effects on a soufflé. First, the heat of the oven is a critical "ingredient" for getting a soufflé to rise; it's what causes gases to expand inside all those trapped air bubbles and what converts moisture in the soufflé batter to steam. Together, those forces expand the air bubbles and cause the soufflé to swell.
j6iz4akqr2	active	-NBNL09iOhfIsCMBKIEH	agent	123	24	The hotter the oven, the more quickly and fully the soufflé will rise, and the faster it will brown and set on the outside.
j6iz4akqr2	active	-NBNL3yh3FBfpL3J2lya	user	24	4	Thanks, next step please
j6iz4akqr2	active	-NBNLItsVZTbU_ff2SdE	agent	45	9	Egg yolks play an important role in this step
j6iz4akqr2	active	-NBNLM24dhGwTbYuW1dr	user	4	1	How?
j6iz4akqr2	active	-NBNLTzwGY-iROPZX4Gw	agent	236	43	Egg yolks get whisked in for even more richness, and, when in the oven, coagulation—as the eggs cook, they set, just like when you fry or scramble them, allowing the soufflé to hold onto its loft for at least some time before deflating.
j6iz4akqr2	active	-NBNLXeiMG9JF2VQAt8A	user	5	2	I see
j6iz4akqr2	active	-NBNLYbKRALWKVQKSygP	user	16	3	Next step please
j6iz4akqr2	active	-NBNM7O5EEbpY80k2gUx	user	13	3	And the next?
j6iz4akqr2	active	-NBNMAgW0fLtVshiAb1z	agent	42	8	Do you have any questions about this step?
j6iz4akqr2	active	-NBNMGgf4NsgXyKM1Bxx	user	7	2	I don't
j6iz4akqr2	active	-NBNMU4AO2X2lg8DQ0Yd	user	38	7	What does folding mean in this context
j6iz4akqr2	active	-NBNMshFO8qvGVa5dkZh	agent	177	36	It means that you have to gently beat the egg whites. That gentle folding is key, since you want to keep as many of the tiny air bubbles trapped in the beaten whites as you can.
j6iz4akqr2	active	-NBNMxJqD4hNgrqSj7UH	user	5	2	I see
j6iz4akqr2	active	-NBNMy67P_SyMfG3_XZJ	user	16	3	Next step please
j6iz4akqr2	active	-NBNN9zMX-dAfDTPkrC_	user	19	4	And the next please
j6iz4akqr2	active	-NBNNHanJYdK-psAz8IQ	user	24	5	Thank you, and the last?
j6iz4akqr2	active	-NBNNKxnvOpDqqBtkaLl	agent	42	8	Do you have any questions about this step?
j6iz4akqr2	active	-NBNNR8QPmq9Ul50HcuR	user	37	8	No, it's just putting it into an oven
j6iz4akqr2	active	-NBNNVVXysDnXHshHq89	agent	28	7	Ok let's go to the next step
j6iz4akqr2	active	-NBNNmvRLNouHMSQF9vW	user	43	8	What else could be served with the souffle?
j6iz4akqr2	active	-NBNNr2UvqLGnKS8RWW-	agent	49	10	I'm sorry, I do not think I have this information
j6iz4akqr2	active	-NBNNwsxO3GQ-8gq63F1	agent	48	9	Do you have any other questions about this step?
j6iz4akqr2	active	-NBNNz5Y0SS3e2_CD-vS	user	9	2	No thanks
j6iz4akqr2	active	-NBNO-O6dlpkxE45WIdk	agent	49	10	Well done! This was the last step in this recipe!
j6iz4akqr2	active	-NBNO3ruD0VCAjymdXW-	user	9	1	Thanks :)
ozf8rdojjw	active	-NBMQDn7ycAZOzlaT07l	agent	253	46	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare Parisian Gnocchi. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
ozf8rdojjw	active	-NBMQFMjzxdIPTQhtpLh	user	5	1	start
ozf8rdojjw	active	-NBMQL5OtSJxrPZBZ_lu	agent	73	12	Do you have any questions about the ingredients required for this recipe?
ozf8rdojjw	active	-NBMQOecH-Ono1HFskXl	user	19	3	what's kosher salt?
ozf8rdojjw	active	-NBMQVn826T19aLA6hwW	agent	201	34	Kosher salt or kitchen salt is coarse edible salt without common additives such as iodine. Used in cooking and not at the table, it consists mainly of sodium chloride and may include anticaking agents.
ozf8rdojjw	active	-NBMQkXgEYKFaiCigXl8	user	9	2	thank you
ozf8rdojjw	active	-NBMQtH2ufa0KBXxE5IR	agent	73	12	is there anything else you'd like to know about the required ingredients?
ozf8rdojjw	active	-NBMR5PDQIiNmUpdci8P	user	2	1	no
ozf8rdojjw	active	-NBMRIGVpo6AS73pgvL7	agent	133	27	Ok, should we go to the next step? Remember that you can go from one step to another in this recipe by simply typing previous or next
ozf8rdojjw	active	-NBMRKtMMdiNRIi0_UMx	user	4	1	next
ozf8rdojjw	active	-NBMRZD21WHFUwbuG14o	user	4	1	next
ozf8rdojjw	active	-NBMRf1h7OkpN6z3TNaK	agent	103	19	Before going to the next step, I want to highlight that this first step is crucial when making gnocchi.
ozf8rdojjw	active	-NBMRlGBxkX9-F5226Hm	user	18	4	why is it crucial?
ozf8rdojjw	active	-NBMSFbczk6JzL-iBRvI	agent	175	28	S parisian gnocchi are somewhat of an oddity in the Western repertoire, in that they're made with a hot water dough—much like Chinese-style dumpling or stretched noodle dough.
ozf8rdojjw	active	-NBMSM15NkfJq4B5frgw	agent	157	27	With a hot water dough, By adding flour directly to boiling water, you actually end up not only denaturing the proteins, but smashing them into small pieces.
ozf8rdojjw	active	-NBMST43ah1jupBOui1P	agent	180	31	Some degree of gluten can still form, but because cooked proteins aren't nearly as stretchy or clingy as raw ones, you won't get anywhere near the elasticity of a cold-water dough.
ozf8rdojjw	active	-NBMSUQDaszfJG6Airyi	agent	93	14	Adding butter and other fats to the dough will further diminish its gluten-forming abilities.
ozf8rdojjw	active	-NBMSXNm9ej6NQdq8f2g	agent	90	17	As a result, a pâte à choux dough isn't stretchy or bouncy; its more malleable and supple.
ozf8rdojjw	active	-NBMSiirauFC_yQlKBhM	agent	102	18	This fact that a pâte à choux dough isn't stretchy or bouncy is essential when making Parisian Gnocchi
ozf8rdojjw	active	-NBMSsgj6w3YXAElYqOB	user	24	5	where do they come from?
ozf8rdojjw	active	-NBMSyCPwPUuqg8D1OOC	agent	53	11	Would you like to know about the origin of this dish?
ozf8rdojjw	active	-NBMT1aULnusB3I39V8g	user	6	1	please
ozf8rdojjw	active	-NBMTjrOtwjctXxOknJ7	agent	498	81	So the word "gnocchi" may be derived from the Italian word "nocchio", meaning a knot in wood, or from "nocca" (meaning knuckle). It has been a traditional type of Italian pasta of (probable) Middle Eastern origin since Roman times. It was introduced by the Roman legions during the expansion of the empire into the countries of the European continent. Parisian Gnocchi or "gnocchis à la parisienne", is a regional French variety comprising gnocchi formed of choux pastry served with Béchamel sauce.
ozf8rdojjw	active	-NBMTs8GHJMkdiLwbpYo	user	4	1	next
ozf8rdojjw	active	-NBMU2VZ264TS3iqXkzw	agent	124	22	Can you tell me what's the difference between cold water dough and hot water dough and why that's important in this context?
ozf8rdojjw	active	-NBMUsJ2m83s2I9P3NLf	user	163	29	hot water not only denatures the proteins it also smashes them into small pieces which cold water doesn't and we need that to happen to get the elasticity required
ozf8rdojjw	active	-NBMV2PFE_zSoK4M7dVi	agent	335	59	That's correct! And that's really important in this context.  The beauty of a hot water dough is that, as you can see, it doesn't bounce back as much as a cold water dough does. As the gnocchi go through their primary poaching step in simmering water, water vapor and trapped gases will expand, causing the gnocchi to inflate slightly.
ozf8rdojjw	active	-NBMV3jA9LwMtP90wzM4	agent	125	24	This change in density caused by expanding gases is what causes them to gently float to the surface of the pot as they poach.
ozf8rdojjw	active	-NBMV7JBSPwhbaGZ6zzc	agent	126	26	If we were to try and make gnocchi with a cold water dough we'd end up with dense, chewy nubs that taste more like damp bread.
ozf8rdojjw	active	-NBMVP_bztEAbvIiUHgw	user	4	1	okay
ozf8rdojjw	active	-NBMVXohEDt7Y641jgnT	agent	88	19	Do you have any other questions about this step or would you like to go to the next one?
ozf8rdojjw	active	-NBMVk0GDLneRciXDEQM	user	4	1	next
ozf8rdojjw	active	-NBMWFCFpOIFjOe9VgMe	user	29	7	what is a gallon in uk sizes?
ozf8rdojjw	active	-NBMWb6wmmamik7Fd-_b	agent	57	9	A US dry gallon corresponds approximately to  4.4 liters.
ozf8rdojjw	active	-NBMWcOlXfIlmw_3FJ3o	user	9	2	thank you
ozf8rdojjw	active	-NBMWh5lt0k2qtoBh1Po	agent	69	15	Are you planning to use a stand mixer or a wooden spoon in this step?
ozf8rdojjw	active	-NBMX2nhXkQMSU-RCimp	user	13	3	a stand mixer
ozf8rdojjw	active	-NBMXIge5dOZ4_6Nc1as	agent	288	42	That's a good choice. There's absolutely no detectable difference between the wooden spoon and the stand-mixer method, provided you beat extremely vigorously. However, if you're even slightly lax with the hand-beating, then the stand mixer method will produce superior results every time.
ozf8rdojjw	active	-NBMXX4deM8wpMmpve69	user	4	1	next
ozf8rdojjw	active	-NBMXdYVAwxyPxRxAyrI	agent	139	28	Besides, at this step, make sure you do not add the flour and eggs to the mixer and only then pour in the boiling water and butter mixture.
ozf8rdojjw	active	-NBMXp9nUrGq6UyXxjAb	user	4	1	okay
ozf8rdojjw	active	-NBMXtCKpqZ3u-6pGkJv	agent	28	7	Ok let's go to the next step
ozf8rdojjw	active	-NBMY0lJ6GYt5kwAEjvs	user	63	15	do you have to use a wooden spoon or can you use a mixer still?
ozf8rdojjw	active	-NBMYHYLPUqafbLica1C	agent	305	44	As I mentioned previously, there's absolutely no detectable difference between the wooden spoon and the stand-mixer method, provided you beat the mixture extremely vigorously. However, if you're even slightly lax with the hand-beating, then the stand mixer method will produce superior results every time.
ozf8rdojjw	active	-NBMYKA22t-8JoWvdwDK	user	4	1	okay
ozf8rdojjw	active	-NBMYVgsCa0xpYZ7rdiq	agent	84	14	Do you have any questions about this step, the ingredients required, or the process?
ozf8rdojjw	active	-NBMYgPzYYcwLKilIysR	user	29	6	none i'd use the mixer method
ozf8rdojjw	active	-NBMZAY4ZEWMRcRvmfZA	agent	103	19	In this step, I would recommend adding parmesan cheese and a small dollop of Dijon mustard to the dough
ozf8rdojjw	active	-NBMZFkMINNvZesLcs9K	user	4	1	okay
ozf8rdojjw	active	-NBMZRgSDA-yZ9ELPKoX	agent	67	16	Great! let me know once you are done so we can go to the next step.
ozf8rdojjw	active	-NBMZXxfeZvqVvD69u2v	user	4	1	next
ozf8rdojjw	active	-NBMZiGCUCHDtIOCJQOH	user	18	4	why just 1 minute?
ozf8rdojjw	active	-NBM_4sLvfNaDk2Wj3nN	agent	188	39	So the goal is to pipe and cut as many gnocchi as you possibly can within about a minute so that the last gnocchi that drops in won't be too far behind the first one that entered the pool.
ozf8rdojjw	active	-NBM_Kav5cPT2kkh_kxM	agent	151	29	However, before you transfer the dough into a piping bag or a zipper-lock bag with the corner snipped off, you should let it rest for 20 minutes or so.
ozf8rdojjw	active	-NBMa-FaOLPM4zuBVeL8	agent	48	9	Do you have any other questions about this step?
ozf8rdojjw	active	-NBMaSVavq9rRd3ZCbVM	user	10	3	i don't no
ozf8rdojjw	active	-NBMaTBojDNvutw3oe_y	user	4	1	next
ozf8rdojjw	active	-NBMabhXZ18IcDUBVl-H	user	19	4	why a rimmed sheet?
ozf8rdojjw	active	-NBMbDslhygEge9O2D7J	agent	165	33	Once the gnocchi are poached you want to let them rest. Therefore, you can transfer them to a rimmed baking sheet, toss them in a bit of oil, and let them cool down.
ozf8rdojjw	active	-NBMbJSNrptXBMIkh-nE	user	4	1	okay
ozf8rdojjw	active	-NBMbOHGtC_kVUSV6HIz	user	4	1	next
ozf8rdojjw	active	-NBMbTuma32Vh-_MytQk	agent	69	11	Congratulations! You reached the last step in this recipe! Well done!
ozf8rdojjw	active	-NBMbVnBOftYnPfTnsD5	user	9	2	thank you
5ea196f089935b04d2ee69d9	active	-N6JjL16mrPlY30CM1cU	user	5	1	hello
5ea196f089935b04d2ee69d9	active	-N6JjTYMREI1s4ckc5rc	agent	264	49	Hey there! Happy to have you on board for our masterclass :) Today you will be learning how to prepare The Best Pesto alla Genovese. Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
5ea196f089935b04d2ee69d9	active	-N6JjkXWLwZxM2_rWoSt	user	4	1	next
5ea196f089935b04d2ee69d9	active	-N6Jjs5pIT4CwXavByZn	user	63	14	what is a pestle? If I don't have one can I use something else?
5ea196f089935b04d2ee69d9	active	-N6JjxvQ79LdPvKri3_a	agent	57	12	That's a really good question! Let me see what I can find
5ea196f089935b04d2ee69d9	active	-N6Jk7Uk-U9fvWLMJXnB	agent	351	58	Mortar and pestle are implements used since ancient times to prepare ingredients or substances by crushing and grinding them into a fine paste or powder in the kitchen, laboratory, and pharmacy. The "mortar"  is a bowl, typically made of hard wood, metal, ceramic, or hard stone, such as granite. The "pestle"  is a heavy and blunt club-shaped object.
5ea196f089935b04d2ee69d9	active	-N6JkJG9oQSxvNhEHJMn	agent	38	7	You could use a food processor instead
5ea196f089935b04d2ee69d9	active	-N6JkMU1S5dVerSaOL40	user	39	8	Thank you! I will use my food processor
