_id,age,confidence_new_foods,confidence_raw_ingredients,confidence_recipe,cooking_enjoyment,cooking_frequency,cooking_technique,crowdsourcer_id,dietary_needs,education,employment_status,equipment,gender,ingredients_quantity,meal,preparation,recipe_history,recommend_recipe,science_cooking_process,smart_assistants,step_importance,temperature,time,user_id,knowledge_mean,cooking_confidence,age_group
632b149be36e24df6040fb21,35_44,2,2,1,6,2 to 3 times a week,6,59e75a9124d7bf00012f1184,6,high_school,part time,3,female,7,5,7,3,5,3,once a week,4,6,7,b72c5be1-a77c-4d4c-a0f7-50583c215ec0,3.3333333333333335,1.6666666666666667,younger than 45
632b14e8e36e24df6040fb23,45_54,4,2,1,4,4 to 6 times a week,5,594a8e2eeaa18e000163f6cd,6,bachelor,Housewife,4,female,6,6,6,4,4,2,never,3,7,7,3627e59f-467a-49ae-98d9-0e18e406123e,3.0,2.3333333333333335,45 or older
632b1510e36e24df6040fb25,25_34,5,2,4,2,2 to 3 times a week,7,611ffc2ea28e21fa33671d4c,6,bachelor,Full time,5,female,6,6,6,4,6,5,2 to 3 times a week,3,6,6,8b4d4f19-3cbd-46e2-a618-7749b80968e4,4.0,3.6666666666666665,younger than 45
632b15d5e36e24df6040fb27,25_34,3,3,2,5,2 to 3 times a week,7,6329d1683b0cfda41afec5e9,7,bachelor,Full Time,7,male,7,5,7,2,5,5,less than once a week,5,7,5,ca108c68-f5ab-4c18-a336-40574a2907aa,4.0,2.6666666666666665,younger than 45
632b53fed87e04249cf58208,55_64,4,1,1,4,2 to 3 times a week,6,5a6e3debe6cc4a0001b6d1fc,5,vocational_education,part time,5,female,7,6,7,5,6,5,2 to 3 times a week,6,6,6,dbe52a8b-a4b9-45fd-aa5b-5344b01c0bf6,5.333333333333333,2.0,45 or older
632b5400d6454f0a0f0d3ab8,35_44,2,2,1,6,4 to 6 times a week,5,5e839b23e247c10e1831f87e,7,bachelor,employed,7,female,7,7,7,5,6,6,2 to 3 times a week,6,7,7,516823f5-78f4-460d-a6ef-07772798b053,5.666666666666667,1.6666666666666667,younger than 45
632b5402d6454f0a0f0d3abb,45_54,5,5,7,5,2 to 3 times a week,4,5977986837d15f00016f1d08,2,bachelor,Full time employed,2,female,5,7,7,3,3,2,never,5,7,7,527e71bc-8dcf-47a4-b3d6-13b8dc6caabe,3.3333333333333335,5.666666666666667,45 or older
632b5405d6454f0a0f0d3abd,35_44,1,1,1,7,4 to 6 times a week,6,5d4917a1fda8e3001ba56d8d,7,high_school,self employed full time,7,female,7,7,7,6,7,7,daily,7,7,4,b5d20f5b-a65e-402b-8610-64e198222853,6.666666666666667,1.0,younger than 45
632b541bd6454f0a0f0d3abf,18_24,3,5,3,4,4 to 6 times a week,5,573c6b96b3a71f00146df8c4,6,bachelor,Full Time,5,female,7,7,7,5,5,4,2 to 3 times a week,5,7,7,85860f50-329b-4933-ba6a-7f0bb235384e,4.666666666666667,3.6666666666666665,younger than 45
632b5427d6454f0a0f0d3ac1,25_34,5,4,2,4,2 to 3 times a week,6,5b74c727960d2300015fa680,7,bachelor,Paid intern,7,female,7,6,7,4,5,6,never,3,7,7,593b11b6-43d3-4ff3-99d3-6af81bfc2dd3,4.333333333333333,3.6666666666666665,younger than 45
632b5433d6454f0a0f0d3ac3,25_34,4,3,1,4,once a week,7,62e296cf7c53da981b7f32c0,7,high_school,working,7,male,6,7,6,7,7,6,daily,6,6,7,f91433d6-be49-45ed-ba2a-e5328f401943,6.333333333333333,2.6666666666666665,younger than 45
632b5435d6454f0a0f0d3ac5,45_54,5,6,6,5,4 to 6 times a week,4,58d8e8ac58d78900016eada5,3,high_school,"Early retirement, live off savings and investments",2,male,3,2,6,4,2,5,less than once a week,5,4,4,3ab58ac8-8559-4d84-b424-f68d4837257f,4.666666666666667,5.666666666666667,45 or older
632b5438d6454f0a0f0d3ac7,35_44,1,1,1,7,4 to 6 times a week,6,5c3cac66976c9a00010c0551,6,vocational_education,Full time,5,male,6,6,6,6,6,6,daily,6,6,6,451df201-11a4-4a93-9c58-ae26b771a6b4,6.0,1.0,younger than 45
632b5460d6454f0a0f0d3ac9,35_44,6,3,3,5,4 to 6 times a week,7,632892646eb1fff474584dd7,5,bachelor,full time,6,male,7,3,7,2,4,7,once a week,7,5,5,d14bce91-5909-45ce-8855-f7387d31b0d1,5.333333333333333,4.0,younger than 45
632b546ed6454f0a0f0d3acb,18_24,3,2,2,3,4 to 6 times a week,6,5bfc521ede37d90001740ad8,3,high_school,student,1,other,3,6,5,6,1,6,daily,7,5,6,2629236f-943d-4f12-86e6-07516a7c5e01,6.333333333333333,2.3333333333333335,younger than 45
632b547cd6454f0a0f0d3acd,45_54,3,5,2,3,2 to 3 times a week,7,62e968ffd7078370fb3ce83a,4,high_school,full time employed,5,female,7,5,6,4,7,4,daily,4,7,7,f1f6914c-8d58-4f7e-b49c-1553d210e121,4.0,3.3333333333333335,45 or older
632b5488d6454f0a0f0d3acf,35_44,4,5,6,1,once a week,5,5fee24adb0feb8102643d962,6,bachelor,Employed Full-time,5,female,5,4,6,1,6,1,daily,1,6,6,f389cef9-8806-43d0-8200-df9926728c4c,1.0,5.0,younger than 45
632b548ad6454f0a0f0d3ad1,55_64,3,2,1,7,2 to 3 times a week,6,5dfb852818c365010b98958e,7,vocational_education,Retired,6,male,5,7,7,2,5,2,less than once a week,4,7,7,41ca8bf4-18f9-4f9f-a276-a140ed0ef0ed,2.6666666666666665,2.0,45 or older
632b548bd6454f0a0f0d3ad3,25_34,2,2,1,6,2 to 3 times a week,6,6328aa9be06f45e40afb5ff6,5,bachelor,Full time emoyment,5,male,5,7,7,3,6,5,daily,5,7,6,695f78db-6ea5-48a3-a553-5342fdfff85f,4.333333333333333,1.6666666666666667,younger than 45
632b54a0d6454f0a0f0d3ad5,55_64,1,1,1,6,2 to 3 times a week,6,608e961a58d56af57cbf70d6,7,high_school,employed,4,female,7,6,7,3,7,6,4 to 6 times a week,7,7,7,ff53005c-7edb-480d-8f46-a155580e2965,5.333333333333333,1.0,45 or older
632b54a0d87e04249cf5820b,45_54,4,4,3,5,2 to 3 times a week,6,5ddd4c9a5daaa6caa9127a74,4,high_school,Part time,7,female,7,4,7,2,7,2,less than once a week,5,7,7,59036ce4-1992-47e6-af1a-116c65c373d6,3.0,3.6666666666666665,45 or older
632b54a3d87e04249cf5820d,35_44,2,1,1,5,daily,5,5d5dcc2e8acdd1001a9f4b18,6,bachelor,Full time,4,female,7,5,6,6,7,7,never,6,7,6,4910b0b2-f60e-4119-8f89-0bfe0eeda5be,6.333333333333333,1.3333333333333333,younger than 45
632b54a9d87e04249cf5820f,35_44,2,7,1,7,4 to 6 times a week,7,5e3c759575109a055e99b38a,4,master,full time,7,male,7,7,7,7,7,7,4 to 6 times a week,7,7,7,4bdb8360-9bc8-4da1-8130-8a1d2d16e81b,7.0,3.3333333333333335,younger than 45
632b54b5d87e04249cf58211,45_54,1,2,2,6,4 to 6 times a week,7,5ea0739b27f71903b8271217,7,bachelor,Full time employed,6,male,7,7,7,6,5,7,never,7,7,7,1abb84a8-ef83-4c86-bace-9d0100616aa3,6.666666666666667,1.6666666666666667,45 or older
632b54b6d87e04249cf58213,25_34,3,3,3,5,2 to 3 times a week,6,5f08d7adb7990e14b0a2b4a2,6,bachelor,Full time,7,male,6,5,5,6,2,4,never,7,7,7,9873a350-47cb-4716-b11d-5b244e993a70,5.666666666666667,3.0,younger than 45
632b54bad87e04249cf58215,45_54,2,1,1,7,once a week,3,5afeb8faad0f390001b8ba32,5,master,Full Time,3,male,6,6,4,7,2,6,daily,4,7,7,ae866904-3317-432c-958c-39a107615c38,5.666666666666667,1.3333333333333333,45 or older
632b54c5d87e04249cf58217,55_64,3,2,2,3,4 to 6 times a week,6,5cdeafa4f71e090001ae44a6,6,bachelor,employed,6,female,6,5,6,5,5,5,daily,5,6,6,93258207-2059-45ae-bfc3-fe64de90bb55,5.0,2.3333333333333335,45 or older
632b54d5d87e04249cf58219,35_44,3,1,2,7,once a week,6,5c88fac8e0da6500178fe7f2,4,bachelor,full time employed,7,female,7,5,7,2,7,2,daily,7,7,6,953de5b8-b031-4cb8-9249-07e276a53a6e,3.6666666666666665,2.0,younger than 45
632b54d6d87e04249cf5821b,25_34,2,2,1,4,2 to 3 times a week,3,5e3da76a9e51f801298c7510,6,bachelor,Employed part time,4,female,6,6,5,6,4,4,daily,3,5,6,31d6849d-ba23-482b-b4b0-8c2563980f33,4.333333333333333,1.6666666666666667,younger than 45
632b54d8d87e04249cf5821d,35_44,2,3,1,6,2 to 3 times a week,2,5f0325cf3ea8444cf6d890e6,7,bachelor,FULL TIME,6,female,7,3,7,5,7,3,2 to 3 times a week,7,7,7,4fbddf69-90ef-476f-97e1-ce6e6b5ce006,5.0,2.0,younger than 45
632b54dcd87e04249cf5821f,25_34,2,3,1,5,2 to 3 times a week,7,5c2f7fbb2c45d400014ad89a,7,bachelor,Job Searching,6,male,7,6,7,5,6,5,less than once a week,5,7,6,256ef7b6-dd09-49f3-a6ae-c09cd85500df,5.0,2.0,younger than 45
632b54eed87e04249cf58221,25_34,2,1,2,7,2 to 3 times a week,5,5d9b4d9d6cb1870018ba1a27,7,high_school,Full time,4,male,5,6,6,4,5,6,once a week,7,6,7,85ed639c-6f34-423d-9baf-45b2f67bd3b1,5.666666666666667,1.6666666666666667,younger than 45
632b54f3d87e04249cf58223,25_34,3,1,1,6,4 to 6 times a week,6,5985d3a39eff8800010f826b,7,bachelor,Full time,6,male,6,5,7,2,2,3,never,3,7,7,da8cd86c-404c-4127-91ea-17ebe13e6ffd,2.6666666666666665,1.6666666666666667,younger than 45
632b54f5d87e04249cf58225,45_54,1,1,1,7,daily,1,615875cd00a23fb41e865fc0,1,bachelor,employed,1,female,1,1,1,1,1,1,2 to 3 times a week,1,1,1,36ee15d7-7463-4dc5-aaac-c3241023d32e,1.0,1.0,45 or older
632b5507d87e04249cf58227,45_54,1,1,1,7,4 to 6 times a week,7,5ba6d33077f30d00014fe202,7,vocational_education,homemaker,6,female,7,7,7,4,4,7,daily,7,7,7,6d57d559-3f4d-404e-9cd5-dce4c96b6162,6.0,1.0,45 or older
632b550cd87e04249cf58229,35_44,3,5,1,6,once a week,6,5e85a6393a32c31a34fe0419,4,bachelor,Full time,6,male,6,2,6,3,3,2,4 to 6 times a week,6,6,7,0d146cab-feb0-47e2-b45e-6e15f66f40e8,3.6666666666666665,3.0,younger than 45
632b5513d87e04249cf5822b,45_54,2,2,1,4,4 to 6 times a week,6,5ea1a92e9a4975074e327627,4,master,Employed full time,5,female,7,4,7,3,6,6,daily,7,7,7,b051be02-6ecd-48b5-944a-ede228441101,5.333333333333333,1.6666666666666667,45 or older
632b551bd87e04249cf5822d,25_34,1,1,1,7,daily,4,61753d583be6d41ad813e9d2,6,high_school,Employed Full Time,5,male,7,4,7,5,4,5,never,3,6,6,33e8481b-7751-4992-92e4-f1dc06e05e4a,4.333333333333333,1.0,younger than 45
632b551cd87e04249cf5822f,35_44,6,5,6,5,once a week,4,5c3f3ae7d831ed0001f78c4f,6,high_school,freelancer,5,female,6,5,6,6,6,5,less than once a week,5,5,5,d0a64e5b-451a-40df-baff-971fc5c014ad,5.333333333333333,5.666666666666667,younger than 45
632b5525d87e04249cf58231,45_54,1,1,1,7,daily,5,59facf9ba764fc000135fb78,5,high_school,Employed,5,female,5,5,5,5,5,5,daily,5,6,5,c31a8f8e-709c-4897-836d-8cc08bdd9615,5.0,1.0,45 or older
632b5527d87e04249cf58233,25_34,1,1,1,7,2 to 3 times a week,5,609d0c28b573f6f37a4c50e5,5,bachelor,Employed,5,female,6,3,6,5,4,5,never,5,5,7,cc77f2b5-1d52-4b45-b22d-ebd67feb1da2,5.0,1.0,younger than 45
632b5538d87e04249cf58235,55_64,1,1,1,6,2 to 3 times a week,6,5831a5d477c30e0001e7ff57,4,vocational_education,Employed,7,male,7,6,7,2,7,3,daily,2,7,7,5df9a208-fc81-4185-967b-98cb0df3c9a4,2.3333333333333335,1.0,45 or older
632b553bd87e04249cf58237,45_54,2,2,1,4,once a week,6,5f9ef609d0edb74d9aa4d2e1,5,high_school,Self employed,6,male,6,4,7,2,1,2,never,7,7,7,9c6fe9fb-27b5-4304-9131-3d1093eb5871,3.6666666666666665,1.6666666666666667,45 or older
632b553cd87e04249cf58239,55_64,1,3,1,6,4 to 6 times a week,5,5d55a0f63af827001981b8d6,7,high_school,employed,1,female,7,3,7,1,1,1,never,1,4,2,77230329-1bb6-4337-b1f7-a596a8eb12b8,1.0,1.6666666666666667,45 or older
632b554ad87e04249cf5823b,65,2,2,1,2,4 to 6 times a week,5,5b2bde29bf7e930001282058,6,high_school,retired,6,male,5,3,4,1,1,2,daily,2,7,7,b14b083b-e2f2-426e-8387-7e1c5e787cc6,1.6666666666666667,1.6666666666666667,45 or older
632b554ad6454f0a0f0d3ad7,35_44,4,5,3,5,once a week,7,62e1547274276bcf3741a482,7,bachelor,Full Time,7,male,7,7,7,6,7,7,2 to 3 times a week,4,7,7,ae09c8c4-af8b-49b9-8351-aab906ff3150,5.666666666666667,4.0,younger than 45
632b554fd6454f0a0f0d3ad9,35_44,6,6,6,2,less than once a week,6,5b0ef518d282ff00015bc20a,6,vocational_education,Employed full time,6,female,7,4,7,4,5,2,2 to 3 times a week,4,7,7,9f5027f0-30f8-4941-a7f5-b321ed9c743b,3.3333333333333335,6.0,younger than 45
632b5555d6454f0a0f0d3adb,25_34,6,3,2,1,less than once a week,3,5d35f333c5b0480019004321,3,master,Full Time Employee,5,female,6,3,7,4,5,3,less than once a week,5,7,7,54d99ff3-5ee5-4b1e-824e-547e79cc2646,4.0,3.6666666666666665,younger than 45
632b5560d6454f0a0f0d3add,18_24,6,6,2,3,2 to 3 times a week,6,60016e8d13a087025bb2cc7d,6,bachelor,full time,6,male,5,5,7,7,6,6,daily,5,6,6,f9b758bd-c114-4ce3-a1df-22de1cbe261d,6.0,4.666666666666667,younger than 45
632b5562d6454f0a0f0d3adf,35_44,3,2,1,5,4 to 6 times a week,7,5c1fdc85e622c10001ece52a,6,vocational_education,Unable to work,7,female,7,5,7,4,3,5,never,4,7,7,a356ecbd-7d50-4bc0-a3ef-967e58d75ea1,4.333333333333333,2.0,younger than 45
632b5570d6454f0a0f0d3ae1,25_34,3,4,6,5,less than once a week,7,62cd6d584871c937f0856841,6,master,Unemployed,6,male,6,7,6,5,6,6,never,3,6,7,49fa8e8f-d2fc-4ae8-a590-65fafa2795e8,4.666666666666667,4.333333333333333,younger than 45
632b557ad6454f0a0f0d3ae3,25_34,3,3,1,4,2 to 3 times a week,6,632b1b35331d4efbfb0d0f8d,7,high_school,"Unemployed, Unable to work",7,male,7,6,5,2,7,5,daily,7,7,7,f880493b-9cae-4011-bb43-4f95c83695ce,4.666666666666667,2.3333333333333335,younger than 45
632b5596d6454f0a0f0d3ae5,35_44,6,4,3,3,once a week,7,554fb0edfdf99b7d1737de9b,7,phd,Part Time,5,female,7,7,5,4,7,6,once a week,6,6,7,070d6241-b4d6-459e-b41d-d8b0b90c284a,5.333333333333333,4.333333333333333,younger than 45
632b559dd6454f0a0f0d3ae7,55_64,3,3,1,5,2 to 3 times a week,6,5b9e9390864aa900018eb8f0,7,high_school,disabled,5,male,7,6,7,4,6,5,never,5,6,7,49347bd7-057a-41fe-a63e-0d230521d890,4.666666666666667,2.3333333333333335,45 or older
632b559fd6454f0a0f0d3ae9,18_24,5,5,3,3,less than once a week,4,5e641cd41ac46405046f34c4,6,bachelor,Student,3,male,7,6,7,5,6,3,daily,2,7,7,6e21a70a-91b3-4f17-8188-8092cecb8b9a,3.3333333333333335,4.333333333333333,younger than 45
632b55a3d6454f0a0f0d3aeb,35_44,4,3,4,6,2 to 3 times a week,5,5f0b339b48213f430a2e548d,5,bachelor,full time,5,male,6,4,5,6,5,5,once a week,5,5,5,d9b6a96f-ae33-444a-9b44-2f338773958f,5.333333333333333,3.6666666666666665,younger than 45
632b55abd6454f0a0f0d3aed,35_44,3,3,5,6,daily,5,6303a51f23806759edda3f4f,3,bachelor,full time employed,4,male,4,3,2,4,5,2,4 to 6 times a week,3,3,3,dac3b9f0-2ce0-44af-ac94-5f0e8a7486fd,3.0,3.6666666666666665,younger than 45
632b55b1d6454f0a0f0d3aef,45_54,1,1,1,5,daily,6,5cdb487aa63838000162bc73,7,bachelor,employed,6,female,7,5,7,1,5,6,never,5,7,7,7184b506-d9bd-43cb-be17-f79aa9ebaaa6,4.0,1.0,45 or older
632b55b2d6454f0a0f0d3af1,45_54,6,6,6,6,4 to 6 times a week,7,60ede71b5261321901a2a31c,6,high_school,Employed,1,male,7,6,6,7,6,6,4 to 6 times a week,7,6,6,747ed5a1-02d1-469d-a2bd-84a90039598b,6.666666666666667,6.0,45 or older
632b55b9d6454f0a0f0d3af3,25_34,2,2,1,6,4 to 6 times a week,6,5e25ca0e637b4103e19e7168,5,bachelor,Homemaker,3,female,7,3,7,1,6,6,never,6,7,7,6e3da6d8-3248-48f3-b490-3c5a704a0fb7,4.333333333333333,1.6666666666666667,younger than 45
632b55bcd6454f0a0f0d3af5,35_44,6,6,6,5,4 to 6 times a week,6,606e11fc501e21b2a1652dce,6,master,"Part-time employment, and run a home business.",7,male,6,5,6,5,6,4,less than once a week,4,7,5,b2bf3b0c-fbb3-430b-af33-0ffdfe5435c4,4.333333333333333,6.0,younger than 45
632b55bdd6454f0a0f0d3af7,55_64,3,2,2,5,once a week,4,6130fdbeea2d670c45c0589e,5,high_school,Working 30 hours per week,5,female,5,6,6,5,4,6,never,5,6,6,cdddafad-f00c-4f60-8229-fb54563b5f9a,5.333333333333333,2.3333333333333335,45 or older
632b55bed6454f0a0f0d3af9,25_34,5,4,5,4,2 to 3 times a week,6,5955632624cc420001bb737d,5,bachelor,Employed full time,4,female,6,5,6,4,4,4,never,4,6,5,14952262-da83-4289-a344-8c5e1dbd9666,4.0,4.666666666666667,younger than 45
632b55c0d6454f0a0f0d3afb,25_34,6,5,3,6,4 to 6 times a week,7,5c373559d0cc7a0001dde481,7,high_school,Full Time,7,male,7,6,7,5,7,6,2 to 3 times a week,6,7,7,2920a866-d9a0-4052-bda1-8f0182e3fa5e,5.666666666666667,4.666666666666667,younger than 45
632b55c6d6454f0a0f0d3afd,55_64,1,1,1,7,daily,5,5c8ce2f39d2bff0001b3fcea,7,less_high_school,homemaker,4,female,5,6,6,4,4,4,2 to 3 times a week,4,7,6,2cd3839a-8326-493b-a0c2-14e692e8d369,4.0,1.0,45 or older
632b55c9d6454f0a0f0d3aff,65,2,2,1,3,4 to 6 times a week,3,5efb18d8ef19f5029af663a5,6,vocational_education,Retired,3,female,7,5,7,1,3,1,4 to 6 times a week,1,7,7,6e6af330-b463-4b9b-a2f8-96f2e6f8742b,1.0,1.6666666666666667,45 or older
632b55ced6454f0a0f0d3b01,25_34,2,2,2,5,once a week,6,5c5341722a52960001fe2420,5,master,Employed full time,7,female,7,2,7,4,4,5,never,7,7,7,d20469b1-2922-4021-96e6-1980ce111c21,5.333333333333333,2.0,younger than 45
632b55d5d6454f0a0f0d3b03,45_54,1,1,1,7,daily,4,5e14c068ed1b3b000cf0e3c7,6,bachelor,Full time employed,5,female,5,7,7,5,6,1,less than once a week,1,5,3,375c3a26-aee2-40b1-9508-6e582ba75f17,2.3333333333333335,1.0,45 or older
632b55d9d6454f0a0f0d3b05,25_34,1,4,1,4,2 to 3 times a week,7,5ed69d3e9ef2ea0e828d06b6,7,high_school,Unemployed,5,female,7,4,7,5,4,4,never,4,7,7,1b79e982-35fe-4e05-825b-c4af3a43eab1,4.333333333333333,2.0,younger than 45
632b55ddd6454f0a0f0d3b07,25_34,6,5,2,5,once a week,6,580aaa7047d0b600011663d8,5,bachelor,Full time,7,female,7,6,7,3,6,3,4 to 6 times a week,5,7,7,4470f61b-aa81-4673-9b4b-817e2c2253a6,3.6666666666666665,4.333333333333333,younger than 45
632b55e7d6454f0a0f0d3b09,35_44,4,3,1,3,once a week,7,5adb3e135f327e0001fb329c,6,high_school,Unemployed,7,female,7,7,7,5,7,7,less than once a week,7,7,7,f0eb1a58-76ff-4b15-8011-7ba0cf3c6b47,6.333333333333333,2.6666666666666665,younger than 45
632b55ebd6454f0a0f0d3b0b,25_34,4,3,2,5,less than once a week,6,6036b0ed3d54aab7c5dc3c04,5,bachelor,Employed,4,male,6,6,6,3,6,5,once a week,3,6,5,ca17b4ce-ef0e-4d6a-a9b4-67bafc2824b8,3.6666666666666665,3.0,younger than 45
632b55f8d6454f0a0f0d3b0d,35_44,2,2,1,2,2 to 3 times a week,2,5da4f5948d7bf60017ff3223,6,bachelor,Full Time,6,female,3,6,3,1,1,1,once a week,6,3,3,e2404f38-d7fa-47d5-b6d0-1d84776a0d04,2.6666666666666665,1.6666666666666667,younger than 45
632b55f8d6454f0a0f0d3b0f,65,3,2,1,5,2 to 3 times a week,4,5e4c511d056b9c0ad9b6fd24,6,high_school,Working full time.,4,female,7,5,7,4,6,4,never,7,7,7,31c22e66-94d8-41c9-9c5e-d1ac5683d05e,5.0,2.0,45 or older
632b55fdd6454f0a0f0d3b11,65,1,1,1,5,4 to 6 times a week,5,5be995221ca46b000186318f,5,high_school,retired,5,male,5,6,6,2,2,3,less than once a week,5,7,6,eb7c360a-8d04-4bd5-9181-9250249602ee,3.3333333333333335,1.0,45 or older
632b560ad6454f0a0f0d3b13,18_24,3,2,1,6,4 to 6 times a week,6,5fdc9a89e7fadb2152d24795,6,bachelor,Unemployed,4,female,7,7,6,4,3,7,daily,6,7,7,7031cb40-0c7d-405f-831f-4b45656d08ff,5.666666666666667,2.0,younger than 45
632b5617d87e04249cf5823d,25_34,1,1,1,7,daily,7,5ea637f69b1fb665cf28940b,7,high_school,Part-time,7,male,7,7,7,7,7,7,less than once a week,7,7,7,e36ef47d-6ce0-4301-8f3d-43d9d88ebad6,7.0,1.0,younger than 45
632b5618d6454f0a0f0d3b15,65,1,1,1,7,2 to 3 times a week,1,5f564265f9d134032e757250,7,less_high_school,retired,7,female,7,7,7,1,1,7,daily,7,7,7,5c7290d3-9973-4504-96fb-06a447965547,5.0,1.0,45 or older
632b5619d6454f0a0f0d3b17,18_24,5,5,3,1,once a week,7,5f1c0a9e47a90a000ad55e2c,7,bachelor,full time,5,female,7,5,7,3,6,4,daily,6,7,7,ccdbb8e1-1b31-4a30-a4e3-f966cc127a41,4.333333333333333,4.333333333333333,younger than 45
632b561ad6454f0a0f0d3b19,45_54,2,1,1,7,daily,7,55c4e759fdf99b502faeeeb4,7,high_school,Part time cook,6,female,7,7,7,5,7,5,4 to 6 times a week,7,7,7,dd757a00-b0be-4da9-af72-aa9e7b71df3d,5.666666666666667,1.3333333333333333,45 or older
632b561cd6454f0a0f0d3b1b,25_34,5,5,5,5,4 to 6 times a week,5,5e10fb772e47257c16e19607,5,bachelor,full time,4,male,5,6,5,5,5,6,once a week,5,5,5,bc40a7b9-1499-4e1d-a429-737b287a4263,5.333333333333333,5.0,younger than 45
632b5627d6454f0a0f0d3b1d,25_34,2,2,1,6,2 to 3 times a week,5,63287b02a6551473b49e5b5d,7,master,Student,7,male,7,5,7,2,6,2,daily,5,7,7,c3b0b1ab-56bf-49b8-800a-6169379ddce5,3.0,1.6666666666666667,younger than 45
632b562dd6454f0a0f0d3b1f,35_44,5,5,7,5,less than once a week,7,607383468957bae507bedd37,7,master,self-employed,7,female,7,6,7,7,6,6,never,4,7,7,7dc4fe5a-684a-4de9-bf19-6c75be9a8534,5.666666666666667,5.666666666666667,younger than 45
632b563ad6454f0a0f0d3b21,35_44,2,3,1,5,2 to 3 times a week,7,5a903b9e4eecca0001dd10ec,6,high_school,full time,6,female,7,7,7,6,4,5,once a week,6,7,7,ac637a84-4320-4c84-ae34-fd913cda0e21,5.666666666666667,2.0,younger than 45
632b563cd6454f0a0f0d3b23,18_24,2,1,2,3,daily,6,61702d135446e67283e058de,7,high_school,"part time employed, student",3,female,6,4,6,7,5,4,never,4,6,7,578d3f99-37cf-4079-b5f2-9100671d7bf4,5.0,1.6666666666666667,younger than 45
632b5641d6454f0a0f0d3b25,25_34,5,2,2,4,2 to 3 times a week,6,632b196147d442ca78cae7f7,6,bachelor,Employed,6,male,4,6,2,6,1,7,daily,5,2,7,e42fe4ae-8c5d-49b3-a44d-697b74d7dc40,6.0,3.0,younger than 45
632b5649d6454f0a0f0d3b27,35_44,1,1,1,6,2 to 3 times a week,5,5ce55c8da466b600167ab529,6,phd,Employed,6,male,7,4,7,1,4,1,2 to 3 times a week,5,6,7,836c5127-86a5-47fd-adcb-12804c8df577,2.3333333333333335,1.0,younger than 45
632b564cd6454f0a0f0d3b29,18_24,1,2,1,5,daily,5,62b05493dd83e2e58bd6655f,3,bachelor,Employed,7,male,7,2,7,2,5,1,less than once a week,1,7,6,f30fc81d-e3f5-42f4-8250-eafbc2c1d666,1.3333333333333333,1.3333333333333333,younger than 45
632b5654d6454f0a0f0d3b2b,25_34,2,2,1,7,daily,6,6315faf6bf5c534cfa4199bd,6,master,Full time employed,5,male,6,6,7,5,7,4,never,5,6,6,201ceb82-ce0f-4c39-bc56-995b74072864,4.666666666666667,1.6666666666666667,younger than 45
632b5659d6454f0a0f0d3b2d,35_44,3,3,2,5,4 to 6 times a week,6,5ce1ee39a80ce000184ada7e,6,bachelor,full time employed,6,male,7,4,7,3,5,4,once a week,3,7,6,c452c8bd-22c1-4dfc-939d-5d84f42243e3,3.3333333333333335,2.6666666666666665,younger than 45
632b565ed6454f0a0f0d3b2f,35_44,3,4,2,6,2 to 3 times a week,5,57c25905a170cc000103ee58,5,high_school,Full Time,5,male,4,5,6,3,4,4,2 to 3 times a week,6,6,7,6d5ec669-e954-43d9-ae77-9b23d4fd861a,4.333333333333333,3.0,younger than 45
632b5664d6454f0a0f0d3b31,45_54,1,1,1,6,once a week,4,615706829df31b419e9e18fe,4,bachelor,Employed full time,6,male,7,5,7,2,5,4,never,4,7,7,673af3c3-8a04-4c2c-99a3-00444ed30e72,3.3333333333333335,1.0,45 or older
632b5665d6454f0a0f0d3b33,25_34,1,3,2,4,2 to 3 times a week,7,573a0bef12d1d8000e36c3c3,5,bachelor,full time,7,female,7,6,7,5,7,7,never,7,7,6,8afa7401-7e41-4332-9d2e-4d9c2ce0698f,6.333333333333333,2.0,younger than 45
632b5667d6454f0a0f0d3b35,18_24,7,5,6,1,never,7,62a746bcf21b99ea8bc67585,7,high_school,Unemployed,7,male,7,7,7,6,6,6,once a week,7,7,7,56202f8f-c952-486e-ad1a-cc70079525b9,6.333333333333333,6.0,younger than 45
632b566ed6454f0a0f0d3b37,18_24,6,5,2,3,less than once a week,6,60fce6a152373c34a3254f35,6,bachelor,Part time employed,6,female,3,5,7,3,7,2,less than once a week,3,5,7,a6013706-bc64-4cbf-80d7-f0706d0181a0,2.6666666666666665,4.333333333333333,younger than 45
632b5678d6454f0a0f0d3b39,18_24,3,1,1,4,2 to 3 times a week,6,5eac3dc896a6242689110c31,7,bachelor,Full time employed,7,female,7,6,7,3,3,5,never,7,7,7,7c37a74c-541d-41b5-9e23-0b65984d83e2,5.0,1.6666666666666667,younger than 45
632b5683d6454f0a0f0d3b3b,35_44,5,3,2,7,2 to 3 times a week,7,5c980d0ecff9b20016cae76f,6,bachelor,full time employed,5,male,7,6,7,7,7,6,2 to 3 times a week,5,6,7,8e91ad70-2275-4199-b292-4e6fdbd58658,6.0,3.3333333333333335,younger than 45
632b56ddd6454f0a0f0d3b3d,35_44,5,5,5,6,2 to 3 times a week,6,59cbd74321454d000194c3de,6,bachelor,Homemaker,5,female,6,4,7,4,5,5,never,6,7,7,ffff6523-d6c1-4493-a80c-83749dc5f8cb,5.0,5.0,younger than 45
